gene_id,nonsporulator.host,sporulator.host,spor_gene,M,N,K,p.val,adj.p,sig,n_spor_gene,spor_description,print.lab,lab
K01714,40,20,sporulation_gene,4224,9383,60,0.2958386267311038,0.4784870155346536,FALSE,1,dapA;4-hydroxy-tetrahydrodipicolinate synthase,FALSE,
K01770,10,5,sporulation_gene,4224,9383,15,0.3095903044430327,0.4784870155346536,FALSE,1,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",FALSE,
K01775,8,4,sporulation_gene,4224,9383,12,0.304288283437762,0.4784870155346536,FALSE,2,"yncD;alanine racemase 2,Alanine racemase 2",FALSE,
K01961,1,0,sporulation_gene,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,1,yngH;biotin carboxylase 2,FALSE,
K02479,1,0,sporulation_gene,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,1,yhcZ;transcriptional regulator,FALSE,
K03294,1,0,sporulation_gene,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,1,putative amino acid/polyamine transporter,FALSE,
K03311,1,0,sporulation_gene,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,2,"Branched chain amino acid transport system carrier protein,Branched-chain amino acid transport system II carrier protein",FALSE,
K03590,4,2,sporulation_gene,4224,9383,6,0.27520618428598675,0.4784870155346536,FALSE,1,ftsA;cell division protein FtsA,FALSE,
K03594,1,0,sporulation_gene,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,1,putative bacterioferritin,FALSE,
K03595,6,3,sporulation_gene,4224,9383,9,0.29448700594235994,0.4784870155346536,FALSE,1,GTP-binding protein Era,FALSE,
K03781,1,0,sporulation_gene,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,2,"katA;vegetative catalase,katX;catalase X",FALSE,
K03798,1,0,sporulation_gene,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,1,"putative ATP-dependent peptidase, M41 family",FALSE,
K03799,1,0,sporulation_gene,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,1,htpX;protease HtpX,FALSE,
K04564,1,0,sporulation_gene,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,2,"sodF;superoxide dismutase,spore coat protein-superoxide dismutase (Mn)",FALSE,
K05020,1,0,sporulation_gene,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,1,opuD;glycine betaine transporter OpuD,FALSE,
K05340,1,0,sporulation_gene,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,1,glcU;glucose uptake protein GlcU,FALSE,
K05515,4,2,sporulation_gene,4224,9383,6,0.27520618428598675,0.4784870155346536,FALSE,1,putative peptidoglycan glycosyltransferase,FALSE,
K06949,6,3,sporulation_gene,4224,9383,9,0.29448700594235994,0.4784870155346536,FALSE,1,putative EngC-like GTPase,FALSE,
K07257,1,0,sporulation_gene,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,1,spsF;spore coat polysaccharide biosynthesis protein SpsF,FALSE,
K08602,1,0,sporulation_gene,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,3,"pepF;oligoendopeptidase F,putative oligoendopeptidase F, M3B family,putative oligoendopeptidase F, peptidase M3B family",FALSE,
K09777,1,0,sporulation_gene,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,1,remA;hypothetical protein,FALSE,
K15582,8,4,sporulation_gene,4224,9383,12,0.304288283437762,0.4784870155346536,FALSE,1,oppC;oligopeptide transport system permease protein OppC,FALSE,
K15583,8,4,sporulation_gene,4224,9383,12,0.304288283437762,0.4784870155346536,FALSE,1,oppD;oligopeptide transport ATP-binding protein OppD,FALSE,
K16012,1,0,sporulation_gene,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,1,cydD;ATP-binding/permease protein CydD,FALSE,
K19405,1,0,sporulation_gene,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,1,mcsB;ATP:guanido phosphotransferase YacI,FALSE,
K19411,1,0,sporulation_gene,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,1,mcsA;hypothetical protein,FALSE,
K19449,1,0,sporulation_gene,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,1,sinR;XRE family transcriptional regulator,FALSE,
K00931,12,6,sporulation_gene,4224,9383,18,0.31240630848417117,0.479898094041231,FALSE,1,proJ;glutamate 5-kinase,FALSE,
K03723,12,6,sporulation_gene,4224,9383,18,0.31240630848417117,0.479898094041231,FALSE,1,mfd;transcription-repair-coupling factor,FALSE,
K03797,16,8,sporulation_gene,4224,9383,24,0.31404423394973563,0.4807980399163457,FALSE,3,"ctpA;carboxy-terminal processing protease CtpA,ctpB;carboxy-terminal processing protease CtpB,putative carboxy-terminal protease",FALSE,
K00901,3,1,sporulation_gene,4224,9383,4,0.3667320433230886,0.5494968649136115,FALSE,1,putative diacylglycerol kinase,FALSE,
K00991,3,1,sporulation_gene,4224,9383,4,0.3667320433230886,0.5494968649136115,FALSE,1,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,FALSE,
K01751,3,1,sporulation_gene,4224,9383,4,0.3667320433230886,0.5494968649136115,FALSE,1,Diaminopropionate ammonia-lyase,FALSE,
K01929,3,1,sporulation_gene,4224,9383,4,0.3667320433230886,0.5494968649136115,FALSE,1,murF;UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase,FALSE,
K04763,3,1,sporulation_gene,4224,9383,4,0.3667320433230886,0.5494968649136115,FALSE,1,ripX;tyrosine recombinase XerD,FALSE,
K06373,3,1,sporulation_gene,4224,9383,4,0.3667320433230886,0.5494968649136115,FALSE,2,"spmA;spore maturation protein A,Spore maturation protein A",FALSE,
K01262,9,4,sporulation_gene,4224,9383,13,0.37726980370604224,0.5569073445787674,FALSE,1,papA;peptidase YqhT,FALSE,
K06973,5,2,sporulation_gene,4224,9383,7,0.3766854388312759,0.5569073445787674,FALSE,1,yugP;membrane protease YugP,FALSE,
K07090,5,2,sporulation_gene,4224,9383,7,0.3766854388312759,0.5569073445787674,FALSE,3,"yjnA;hypothetical protein,putative membrane protein, DUF81 family,putative membrane protein, DUF81 family",FALSE,
K02338,48,22,sporulation_gene,4224,9383,70,0.4149505393645841,0.6077961425949197,FALSE,1,dnaN;DNA polymerase III subunit beta,FALSE,
K09812,18,8,sporulation_gene,4224,9383,26,0.41777629908936664,0.6109560597882897,FALSE,1,ftsE;cell division ATP-binding protein FtsE,FALSE,
K07447,12,5,sporulation_gene,4224,9383,17,0.44051772641771625,0.6431840286674004,FALSE,1,putative Holliday junction resolvase,FALSE,
K00806,10,4,sporulation_gene,4224,9383,14,0.4499703642694991,0.6548931734750353,FALSE,1,Undecaprenyl pyrophosphate synthetase,FALSE,
K01489,8,3,sporulation_gene,4224,9383,11,0.46103137475644596,0.667801389108386,FALSE,1,Cytidine deaminase (Cytidine aminohydrolase) (CDA),FALSE,
K09022,8,3,sporulation_gene,4224,9383,11,0.46103137475644596,0.667801389108386,FALSE,1,yabJ;enamine/imine deaminase,FALSE,
K00973,19,8,sporulation_gene,4224,9383,27,0.4698069678834127,0.6794360263377203,FALSE,1,spsI;dTDP-glucose pyrophosphorylase,FALSE,
K00282,2,0,sporulation_gene,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,1,gcvPA;glycine dehydrogenase subunit 1,FALSE,
K00841,2,0,sporulation_gene,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,1,patA;N-acetyl-LL-diaminopimelate aminotransferase,FALSE,
K00949,6,2,sporulation_gene,4224,9383,8,0.47466216675277484,0.6819334739477093,FALSE,1,yloS;thiamine pyrophosphokinase,FALSE,
K01028,2,0,sporulation_gene,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,1,scoA;succinyl-CoA:3-ketoacid coenzyme A transferase subunit A,FALSE,
K01077,2,0,sporulation_gene,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,2,"phoB;alkaline phosphatase 3,phoA;alkaline phosphatase",FALSE,
K01425,2,0,sporulation_gene,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,1,ylaM;glutaminase,FALSE,
K01462,17,7,sporulation_gene,4224,9383,24,0.4799660063557555,0.6819334739477093,FALSE,1,defB;peptide deformylase,FALSE,
K01585,4,1,sporulation_gene,4224,9383,5,0.4931470244992322,0.6819334739477093,FALSE,1,putative arginine decarboxylase,FALSE,
K01843,2,0,sporulation_gene,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,1,"kamA;L-lysine 2,3-aminomutase",FALSE,
K01953,2,0,sporulation_gene,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,1,asnO;asparagine synthetase 3,FALSE,
K02313,4,1,sporulation_gene,4224,9383,5,0.4931470244992322,0.6819334739477093,FALSE,1,dnaA;chromosomal replication initiator protein DnaA,FALSE,
K02761,2,0,sporulation_gene,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,1,ywbA;permease IIC component YwbA,FALSE,
K02810,2,0,sporulation_gene,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,1,murP;PTS system transporter subunit EIIBC,FALSE,
K03086,31,13,sporulation_gene,4224,9383,44,0.512381631499718,0.6819334739477093,FALSE,1,sigA;RNA polymerase sigma factor RpoD,FALSE,
K03495,6,2,sporulation_gene,4224,9383,8,0.47466216675277484,0.6819334739477093,FALSE,1,gidA;tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG,FALSE,
K03609,2,0,sporulation_gene,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,1,minD;septum site-determining protein MinD,FALSE,
K03741,2,0,sporulation_gene,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,1,arsC;arsenate reductase ArsC,FALSE,
K03980,2,0,sporulation_gene,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,1,"Transmembrane virulence factor, MviN family protein",FALSE,
K05982,2,0,sporulation_gene,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,1,ywqL;endonuclease V,FALSE,
K07217,2,0,sporulation_gene,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,2,"yjqC;hypothetical protein,spore coat protein-manganese catalase",FALSE,
K07571,4,1,sporulation_gene,4224,9383,5,0.4931470244992322,0.6819334739477093,FALSE,1,yabR;hypothetical protein,FALSE,
K08191,2,0,sporulation_gene,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,1,exuT;hexuronate transporter,FALSE,
K08309,2,0,sporulation_gene,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,1,putative lytic transglycosylase-like protein,FALSE,
K08884,2,0,sporulation_gene,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,2,"yabT;serine/threonine protein kinase,prkD;serine/threonine protein kinase",FALSE,
K15581,6,2,sporulation_gene,4224,9383,8,0.47466216675277484,0.6819334739477093,FALSE,1,oppB;oligopeptide transport system permease protein OppB,FALSE,
K19689,2,0,sporulation_gene,4224,9383,2,0.5245068185834132,0.6819334739477093,FALSE,1,Aminopeptidase,FALSE,
K06131,9,3,sporulation_gene,4224,9383,12,0.5394029204157882,0.6983204947025927,FALSE,2,"clsA;cardiolipin synthase,ywjE;cardiolipin synthetase",FALSE,
K01835,16,6,sporulation_gene,4224,9383,22,0.5485949962427275,0.7072155522790591,FALSE,1,pgcA;phosphoglucomutase,FALSE,
K00059,23,9,sporulation_gene,4224,9383,32,0.5562908334171508,0.7161265094975716,FALSE,4,"fabG;3-oxoacyl-[acyl-carrier-protein] reductase FabG,ymfI;oxidoreductase,ytkK;oxidoreductase,3-oxoacyl-[acyl-carrier protein] reductase (3-ketoacyl-acyl carrier protein reductase)",FALSE,
K11749,7,2,sporulation_gene,4224,9383,9,0.5647497471579821,0.7249736922786456,FALSE,1,rasP;zinc metalloprotease RasP,FALSE,
K01736,12,4,sporulation_gene,4224,9383,16,0.5861642417377843,0.748259939871976,FALSE,1,Chorismate synthase (5-enolpyruvylshikimate-3-phosphate phospholyase),FALSE,
K00794,5,1,sporulation_gene,4224,9383,6,0.6021174446058548,0.7643546449579879,FALSE,1,"ribH;6,7-dimethyl-8-ribityllumazine synthase",FALSE,
K01734,5,1,sporulation_gene,4224,9383,6,0.6021174446058548,0.7643546449579879,FALSE,1,mgsA;methylglyoxal synthase,FALSE,
K02528,5,1,sporulation_gene,4224,9383,6,0.6021174446058548,0.7643546449579879,FALSE,1,ksgA;ribosomal RNA small subunit methyltransferase A,FALSE,
K00627,8,2,sporulation_gene,4224,9383,10,0.6446224298333408,0.812668828782998,FALSE,1,acoC;dihydrolipoyllysine-residue acetyltransferase component of acetoin cleaving system,FALSE,
K03979,8,2,sporulation_gene,4224,9383,10,0.6446224298333408,0.812668828782998,FALSE,1,obg;GTPase ObgE,FALSE,
K03696,30,11,sporulation_gene,4224,9383,41,0.6540453150555949,0.8234124214336277,FALSE,1,clpC;negative regulator of genetic competence ClpC/MecB,FALSE,
K01759,3,0,sporulation_gene,4224,9383,3,0.6721351315789046,0.8257143955149446,FALSE,1,putative glyoxalase,FALSE,
K03293,3,0,sporulation_gene,4224,9383,3,0.6721351315789046,0.8257143955149446,FALSE,1,ycgH;transporter,FALSE,
K18979,3,0,sporulation_gene,4224,9383,3,0.6721351315789046,0.8257143955149446,FALSE,1,queG;epoxyqueuosine reductase,FALSE,
K00791,11,3,sporulation_gene,4224,9383,14,0.6760587710492568,0.8283079312855506,FALSE,1,miaA;tRNA dimethylallyltransferase,FALSE,
K06881,11,3,sporulation_gene,4224,9383,14,0.6760587710492568,0.8283079312855506,FALSE,1,nrnA;bifunctional oligoribonuclease/PAP phosphatase NrnA,FALSE,
K11105,6,1,sporulation_gene,4224,9383,7,0.6922902469156866,0.8470592847134372,FALSE,1,putative Na(+)/H(+) antiporter,FALSE,
K07095,14,4,sporulation_gene,4224,9383,18,0.7015721568660145,0.8549826018340496,FALSE,1,ysnB;metallophosphoesterase,FALSE,
K01142,9,2,sporulation_gene,4224,9383,11,0.7134690754871766,0.8660169123443286,FALSE,1,exoA;exodeoxyribonuclease,FALSE,
K05592,9,2,sporulation_gene,4224,9383,11,0.7134690754871766,0.8660169123443286,FALSE,2,"deaD;ATP-dependent RNA helicase DbpA,putative ATP-dependent RNA helicase",FALSE,
K00283,4,0,sporulation_gene,4224,9383,4,0.77393616099751,0.8988280192525084,FALSE,1,gcvPB;glycine dehydrogenase subunit 2,FALSE,
K00605,4,0,sporulation_gene,4224,9383,4,0.77393616099751,0.8988280192525084,FALSE,1,gcvT;aminomethyltransferase,FALSE,
K00860,10,2,sporulation_gene,4224,9383,12,0.7714911271776395,0.8988280192525084,FALSE,1,yisZ;adenylyl-sulfate kinase,FALSE,
K00919,7,1,sporulation_gene,4224,9383,8,0.7648329403033238,0.8988280192525084,FALSE,1,ispE;4-diphosphocytidyl-2-c-methyl-d-erythritol kinase,FALSE,
K02343,10,2,sporulation_gene,4224,9383,12,0.7714911271776395,0.8988280192525084,FALSE,1,DNA polymerase III subunits gamma and tau,FALSE,
K03885,4,0,sporulation_gene,4224,9383,4,0.77393616099751,0.8988280192525084,FALSE,2,"yumB;NADH dehydrogenase-like protein YumB,yutJ;NADH dehydrogenase-like protein YutJ",FALSE,
K07507,7,1,sporulation_gene,4224,9383,8,0.7648329403033238,0.8988280192525084,FALSE,1,"putative magnesium transport ATPase, MgtC/SapB family",FALSE,
K03217,13,3,sporulation_gene,4224,9383,16,0.7816107059671532,0.9065890675811904,FALSE,1,yidC1;membrane protein insertase MisCA,FALSE,
K06180,29,9,sporulation_gene,4224,9383,38,0.7874961483167202,0.9122578955151867,FALSE,2,"yhcT;RNA pseudouridine synthase YhcT,yjbO;RNA pseudouridine synthase YjbO",FALSE,
K02112,16,4,sporulation_gene,4224,9383,20,0.7924549898098059,0.9145250766239426,FALSE,1,ATP synthase subunit beta (ATPase subunit beta) (ATP synthase F1 sector subunit beta),FALSE,
K12132,16,4,sporulation_gene,4224,9383,20,0.7924549898098059,0.9145250766239426,FALSE,1,prkC;serine/threonine protein kinase,FALSE,
K00876,14,3,sporulation_gene,4224,9383,17,0.8230754494069504,0.9391897138051843,FALSE,1,putative uridine kinase,FALSE,
K03526,8,1,sporulation_gene,4224,9383,9,0.8219995669162784,0.9391897138051843,FALSE,1,ispG;4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,FALSE,
K06217,14,3,sporulation_gene,4224,9383,17,0.8230754494069504,0.9391897138051843,FALSE,1,PhoH-like protein,FALSE,
K14155,14,3,sporulation_gene,4224,9383,17,0.8230754494069504,0.9391897138051843,FALSE,1,patB;cystathionine beta-lyase,FALSE,
K00940,5,0,sporulation_gene,4224,9383,5,0.8441334451220794,0.9443549190227426,FALSE,1,ndk;nucleoside diphosphate kinase,FALSE,
K01921,12,2,sporulation_gene,4224,9383,14,0.8586201319285547,0.9582158737273492,FALSE,1,D-alanine--D-alanine ligase (D-alanylalanine synthetase) (D-Ala-D-Ala ligase),FALSE,
K01586,50,15,sporulation_gene,4224,9383,65,0.8977703622901063,0.9874393635778065,FALSE,1,lysA;diaminopimelate decarboxylase,FALSE,
K07001,10,1,sporulation_gene,4224,9383,11,0.9003160235647543,0.9878617593495623,FALSE,2,"ylbK;NTE family protein YlbK,yqhO;hypothetical protein",FALSE,
K00033,30,3,sporulation_gene,4224,9383,33,0.997102154508946,1,FALSE,1,yqeC;6-phosphogluconate dehydrogenase YqeC,FALSE,
K00134,72,16,sporulation_gene,4224,9383,88,0.9953585251607975,1,FALSE,1,gapB;glyceraldehyde-3-phosphate dehydrogenase 2,FALSE,
K00177,25,0,sporulation_gene,4224,9383,25,0.9999087639527081,1,FALSE,1,putative flavodoxin/ferredoxin oxidoreductase gamma subunit,FALSE,
K00425,12,0,sporulation_gene,4224,9383,12,0.9884653872566913,1,FALSE,1,ythA;cytochrome bd menaquinol oxidase subunit I,FALSE,
K00426,12,0,sporulation_gene,4224,9383,12,0.9884653872566913,1,FALSE,1,ythB;cytochrome bd menaquinol oxidase subunit II,FALSE,
K00927,88,8,sporulation_gene,4224,9383,96,0.9999999185122647,1,FALSE,1,pgk;phosphoglycerate kinase,FALSE,
K01126,25,4,sporulation_gene,4224,9383,29,0.9708500374753275,1,FALSE,1,Glycerophosphoryl diester phosphodiesterase,FALSE,
K01187,38,8,sporulation_gene,4224,9383,46,0.9719477491503026,1,FALSE,1,"yugT;oligo-1,6-glucosidase 3",FALSE,
K01776,10,0,sporulation_gene,4224,9383,10,0.9757257190108704,1,FALSE,1,racE;glutamate racemase,FALSE,
K01893,28,2,sporulation_gene,4224,9383,30,0.998538211359697,1,FALSE,1,Asparaginyl-tRNA synthetase (Asparagine--tRNA ligase) (AsnRS),FALSE,
K02335,33,5,sporulation_gene,4224,9383,38,0.9903507361940043,1,FALSE,1,DNA polymerase I (POLI),FALSE,
K02428,22,1,sporulation_gene,4224,9383,23,0.9978134223181551,1,FALSE,1,ysnA;non-canonical purine NTP pyrophosphatase,FALSE,
K03183,15,0,sporulation_gene,4224,9383,15,0.9962227129332668,1,FALSE,1,menH;demethylmenaquinone methyltransferase,FALSE,
K03305,7,0,sporulation_gene,4224,9383,7,0.9259110449435972,1,FALSE,1,dtpT;transporter,FALSE,
K03650,13,1,sporulation_gene,4224,9383,14,0.9599326067130631,1,FALSE,1,thdF;tRNA modification GTPase MnmE,FALSE,
K05606,18,0,sporulation_gene,4224,9383,18,0.9987634054949701,1,FALSE,1,yqjC;hypothetical protein,FALSE,
K05810,10,0,sporulation_gene,4224,9383,10,0.9757257190108704,1,FALSE,1,conserved hypothetical protein,FALSE,
K07114,20,2,sporulation_gene,4224,9383,22,0.9838431263219198,1,FALSE,1,yabS;hypothetical protein,FALSE,
K07240,14,2,sporulation_gene,4224,9383,16,0.9151210893100297,1,FALSE,1,ywrA;transporter,FALSE,
K09861,10,0,sporulation_gene,4224,9383,10,0.9757257190108704,1,FALSE,1,"conserved hypothetical protein, UPF0246 family",FALSE,
K20534,11,0,sporulation_gene,4224,9383,11,0.9832666885554819,1,FALSE,1,ykoT;glycosyltransferase YkoT,FALSE,
K00558,530,484,other,4224,9383,1014,2.3636009226756653e-31,1.8307891892589473e-30,TRUE,NA,NA,TRUE,K00558
C110,3,29,other,4224,9383,32,1.3030810363345275e-13,9.604968283949663e-13,TRUE,NA,NA,TRUE,C110
K02874,12,36,other,4224,9383,48,6.380825048304881e-11,4.486210841654355e-10,TRUE,NA,NA,TRUE,K02874
K02895,12,36,other,4224,9383,48,6.380825048304881e-11,4.486210841654355e-10,TRUE,NA,NA,TRUE,K02895
K02961,12,36,other,4224,9383,48,6.380825048304881e-11,4.486210841654355e-10,TRUE,NA,NA,TRUE,K02961
K02890,16,40,other,4224,9383,56,9.861559228600061e-11,6.777041454842448e-10,TRUE,NA,NA,TRUE,K02890
K02904,16,40,other,4224,9383,56,9.861559228600061e-11,6.777041454842448e-10,TRUE,NA,NA,TRUE,K02904
K02965,16,40,other,4224,9383,56,9.861559228600061e-11,6.777041454842448e-10,TRUE,NA,NA,TRUE,K02965
K21636,121,121,other,4224,9383,242,1.922706835095573e-10,1.3114582442368313e-9,TRUE,NA,NA,TRUE,K21636
K02931,14,36,other,4224,9383,50,4.917112519961475e-10,3.329067291292436e-9,TRUE,NA,NA,TRUE,K02931
K02886,18,40,other,4224,9383,58,5.87298315780295e-10,3.9181800045488285e-9,TRUE,NA,NA,TRUE,K02886
K02982,18,40,other,4224,9383,58,5.87298315780295e-10,3.9181800045488285e-9,TRUE,NA,NA,TRUE,K02982
K02994,10,28,other,4224,9383,38,1.1654425600388879e-8,7.718945651272055e-8,TRUE,NA,NA,TRUE,K02994
K02892,18,36,other,4224,9383,54,1.5756812757197347e-8,1.0312355024682512e-7,TRUE,NA,NA,TRUE,K02892
A24A,2,15,other,4224,9383,17,8.784368178960361e-8,5.618608681279719e-7,TRUE,NA,NA,TRUE,A24A
K03737,50,60,other,4224,9383,110,8.790602203752733e-8,5.618608681279719e-7,TRUE,NA,NA,TRUE,K03737
K02954,14,28,other,4224,9383,42,4.4513313463749394e-7,2.748997872018037e-6,TRUE,NA,NA,TRUE,K02954
K17318,2,13,other,4224,9383,15,8.10808706986076e-7,4.9078089946044606e-6,TRUE,NA,NA,TRUE,K17318
K17398,9,22,other,4224,9383,31,9.473500539442675e-7,5.696565455954346e-6,TRUE,NA,NA,TRUE,K17398
K00873,20,32,other,4224,9383,52,1.4192766998436145e-6,8.47855492586316e-6,TRUE,NA,NA,TRUE,K00873
K00798,6,18,other,4224,9383,24,1.619696544549041e-6,9.613004166998854e-6,TRUE,NA,NA,TRUE,K00798
K02906,18,30,other,4224,9383,48,1.701460849647218e-6,1.0033130429532626e-5,TRUE,NA,NA,TRUE,K02906
K02878,8,20,other,4224,9383,28,2.132579139585943e-6,1.249472649731764e-5,TRUE,NA,NA,TRUE,K02878
K02881,10,22,other,4224,9383,32,2.376042475625984e-6,1.3488837408212106e-5,TRUE,NA,NA,TRUE,K02881
K02933,10,22,other,4224,9383,32,2.376042475625984e-6,1.3488837408212106e-5,TRUE,NA,NA,TRUE,K02933
K02988,10,22,other,4224,9383,32,2.376042475625984e-6,1.3488837408212106e-5,TRUE,NA,NA,TRUE,K02988
K02003,43,49,other,4224,9383,92,2.776377325298139e-6,1.5568152609340486e-5,TRUE,NA,NA,TRUE,K02003
K00942,37,44,other,4224,9383,81,3.941732678060362e-6,2.196794919358031e-5,TRUE,NA,NA,TRUE,K00942
K02876,10,20,other,4224,9383,30,1.2869253748447588e-5,7.010940525993557e-5,TRUE,NA,NA,TRUE,K02876
K02907,10,20,other,4224,9383,30,1.2869253748447588e-5,7.010940525993557e-5,TRUE,NA,NA,TRUE,K02907
K00874,18,27,other,4224,9383,45,1.540089561979842e-5,8.329241773074411e-5,TRUE,NA,NA,TRUE,K00874
K10112,50,50,other,4224,9383,100,2.3844170624257535e-5,1.2819748206218464e-4,TRUE,NA,NA,TRUE,K10112
K01990,27,33,other,4224,9383,60,3.3662700960836125e-5,1.7992812092517088e-4,TRUE,NA,NA,TRUE,K01990
K01625,12,20,other,4224,9383,32,5.8064090651114035e-5,3.0854987706464083e-4,TRUE,NA,NA,TRUE,K01625
K02025,5,13,other,4224,9383,18,5.96946608591944e-5,3.153810406086918e-4,TRUE,NA,NA,TRUE,K02025
K16786,3,10,other,4224,9383,13,1.0232977362875175e-4,5.28414763258074e-4,TRUE,NA,NA,TRUE,K16786
K02946,18,24,other,4224,9383,42,1.2462503654191078e-4,6.3992855842307e-4,TRUE,NA,NA,TRUE,K02946
K02926,9,16,other,4224,9383,25,1.5588483668284043e-4,7.959706185928277e-4,TRUE,NA,NA,TRUE,K02926
A24B,0,1,other,4224,9383,1,0,0,TRUE,NA,NA,FALSE,
A28B,0,1,other,4224,9383,1,0,0,TRUE,NA,NA,FALSE,
A36,0,7,other,4224,9383,7,0,0,TRUE,NA,NA,FALSE,
C15,0,2,other,4224,9383,2,0,0,TRUE,NA,NA,FALSE,
C75,0,3,other,4224,9383,3,0,0,TRUE,NA,NA,FALSE,
K00001,0,1,other,4224,9383,1,0,0,TRUE,NA,NA,FALSE,
K00130,0,1,other,4224,9383,1,0,0,TRUE,NA,NA,FALSE,
K00171,0,4,other,4224,9383,4,0,0,TRUE,NA,NA,FALSE,
K00196,0,1,other,4224,9383,1,0,0,TRUE,NA,NA,FALSE,
K00198,0,2,other,4224,9383,2,0,0,TRUE,NA,NA,FALSE,
K00335,0,1,other,4224,9383,1,0,0,TRUE,NA,NA,FALSE,
K00336,0,3,other,4224,9383,3,0,0,TRUE,NA,NA,FALSE,
K00948,0,1,other,4224,9383,1,0,0,TRUE,NA,NA,FALSE,
K01026,0,3,other,4224,9383,3,0,0,TRUE,NA,NA,FALSE,
K01628,0,2,other,4224,9383,2,0,0,TRUE,NA,NA,FALSE,
K01666,0,8,other,4224,9383,8,0,0,TRUE,NA,NA,FALSE,
K01678,0,5,other,4224,9383,5,0,0,TRUE,NA,NA,FALSE,
K02107,0,1,other,4224,9383,1,0,0,TRUE,NA,NA,FALSE,
K02203,0,1,other,4224,9383,1,0,0,TRUE,NA,NA,FALSE,
K02387,0,2,other,4224,9383,2,0,0,TRUE,NA,NA,FALSE,
K02388,0,2,other,4224,9383,2,0,0,TRUE,NA,NA,FALSE,
K02389,0,4,other,4224,9383,4,0,0,TRUE,NA,NA,FALSE,
K02390,0,4,other,4224,9383,4,0,0,TRUE,NA,NA,FALSE,
K02396,0,1,other,4224,9383,1,0,0,TRUE,NA,NA,FALSE,
K02397,0,1,other,4224,9383,1,0,0,TRUE,NA,NA,FALSE,
K02400,0,2,other,4224,9383,2,0,0,TRUE,NA,NA,FALSE,
K02411,0,2,other,4224,9383,2,0,0,TRUE,NA,NA,FALSE,
K02413,0,3,other,4224,9383,3,0,0,TRUE,NA,NA,FALSE,
K02416,0,2,other,4224,9383,2,0,0,TRUE,NA,NA,FALSE,
K02417,0,2,other,4224,9383,2,0,0,TRUE,NA,NA,FALSE,
K02422,0,2,other,4224,9383,2,0,0,TRUE,NA,NA,FALSE,
K02750,0,1,other,4224,9383,1,0,0,TRUE,NA,NA,FALSE,
K02769,0,1,other,4224,9383,1,0,0,TRUE,NA,NA,FALSE,
K02795,0,2,other,4224,9383,2,0,0,TRUE,NA,NA,FALSE,
K02800,0,1,other,4224,9383,1,0,0,TRUE,NA,NA,FALSE,
K02821,0,1,other,4224,9383,1,0,0,TRUE,NA,NA,FALSE,
K02822,0,1,other,4224,9383,1,0,0,TRUE,NA,NA,FALSE,
K02977,0,2,other,4224,9383,2,0,0,TRUE,NA,NA,FALSE,
K03475,0,1,other,4224,9383,1,0,0,TRUE,NA,NA,FALSE,
K03518,0,5,other,4224,9383,5,0,0,TRUE,NA,NA,FALSE,
K03785,0,6,other,4224,9383,6,0,0,TRUE,NA,NA,FALSE,
