category id,gene,locus tag,category1,category2,category3,category4,category5
SW 1.2.1.3,BSU_32710,sufC,Cellular processes,Transporters,ABC transporters,Regulatory ABC transporters,
SW 1.2.1.3,BSU_38740,cydC,Cellular processes,Transporters,ABC transporters,Regulatory ABC transporters,
SW 1.2.1.3,BSU_35250,ftsX,Cellular processes,Transporters,ABC transporters,Regulatory ABC transporters,
SW 1.2.1.3,BSU_09720,bmrD,Cellular processes,Transporters,ABC transporters,Regulatory ABC transporters,
SW 1.2.1.4,BSU_07120,lplC,Cellular processes,Transporters,ABC transporters,Unknown ABC transporters,
SW 1.2.1.4,BSU_30450,ytrB,Cellular processes,Transporters,ABC transporters,Unknown ABC transporters,
SW 1.2.1.4,BSU_30410,ytrF,Cellular processes,Transporters,ABC transporters,Unknown ABC transporters,
SW 1.2.1.4,BSU_03380,yckB,Cellular processes,Transporters,ABC transporters,Unknown ABC transporters,
SW 1.2.1.4,BSU_30610,ytlC,Cellular processes,Transporters,ABC transporters,Unknown ABC transporters,
SW 1.2.1.4,BSU_30420,ytrE,Cellular processes,Transporters,ABC transporters,Unknown ABC transporters,
SW 1.2.1.4,BSU_07100,lplA,Cellular processes,Transporters,ABC transporters,Unknown ABC transporters,
SW 1.2.1.4,BSU_10590,yhjP,Cellular processes,Transporters,ABC transporters,Unknown ABC transporters,
SW 1.2.1.4,BSU_03370,yckA,Cellular processes,Transporters,ABC transporters,Unknown ABC transporters,
SW 1.2.1.4,BSU_09110,yhcJ,Cellular processes,Transporters,ABC transporters,Unknown ABC transporters,
SW 1.2.1.4,BSU_14430,ykpA,Cellular processes,Transporters,ABC transporters,Unknown ABC transporters,
SW 1.2.1.4,BSU_12240,yjkA,Cellular processes,Transporters,ABC transporters,Unknown ABC transporters,
SW 1.2.1.4,BSU_05950,ydiF,Cellular processes,Transporters,ABC transporters,Unknown ABC transporters,
SW 1.2.1.4,BSU_07420,yfmM,Cellular processes,Transporters,ABC transporters,Unknown ABC transporters,
SW 1.2.1.4,BSU_07370,yfmR,Cellular processes,Transporters,ABC transporters,Unknown ABC transporters,
SW 1.2.1.4,BSU_12250,yjkB,Cellular processes,Transporters,ABC transporters,Unknown ABC transporters,
SW 1.2.1.4,BSU_30595,ytlA,Cellular processes,Transporters,ABC transporters,Unknown ABC transporters,
SW 1.2.1.4,BSU_30430,ytrD,Cellular processes,Transporters,ABC transporters,Unknown ABC transporters,
SW 1.2.1.4,BSU_30440,ytrC,Cellular processes,Transporters,ABC transporters,Unknown ABC transporters,
SW 1.2.1.4,BSU_30620,ytlD,Cellular processes,Transporters,ABC transporters,Unknown ABC transporters,
SW 1.2.1.4,BSU_07110,lplB,Cellular processes,Transporters,ABC transporters,Unknown ABC transporters,
SW 1.2.2.1,BSU_13900,ptsH,Cellular processes,Transporters,Phosphotransferase system,General PTS proteins,
SW 1.2.2.1,BSU_13910,ptsI,Cellular processes,Transporters,Phosphotransferase system,General PTS proteins,
SW 1.2.2.2,BSU_39270,bglP,Cellular processes,Transporters,Phosphotransferase system,Sugar specific PTS proteins,
SW 1.2.2.2,BSU_38410,sacX,Cellular processes,Transporters,Phosphotransferase system,Sugar specific PTS proteins,
SW 1.2.2.2,BSU_08200,malP,Cellular processes,Transporters,Phosphotransferase system,Sugar specific PTS proteins,
SW 1.2.2.2,BSU_27050,levF,Cellular processes,Transporters,Phosphotransferase system,Sugar specific PTS proteins,
SW 1.2.2.2,BSU_02350,gamP,Cellular processes,Transporters,Phosphotransferase system,Sugar specific PTS proteins,
SW 1.2.2.2,BSU_27070,levD,Cellular processes,Transporters,Phosphotransferase system,Sugar specific PTS proteins,
SW 1.2.2.2,BSU_27060,levE,Cellular processes,Transporters,Phosphotransferase system,Sugar specific PTS proteins,
SW 1.2.2.2,BSU_05810,gmuB,Cellular processes,Transporters,Phosphotransferase system,Sugar specific PTS proteins,
SW 1.2.2.2,BSU_40120,yyzE,Cellular processes,Transporters,Phosphotransferase system,Sugar specific PTS proteins,
SW 1.2.2.2,BSU_01680,murP,Cellular processes,Transporters,Phosphotransferase system,Sugar specific PTS proteins,
SW 1.2.2.2,BSU_05830,gmuC,Cellular processes,Transporters,Phosphotransferase system,Sugar specific PTS proteins,
SW 1.2.2.2,BSU_03982,mtlF,Cellular processes,Transporters,Phosphotransferase system,Sugar specific PTS proteins,
SW 1.2.2.2,BSU_07700,nagP,Cellular processes,Transporters,Phosphotransferase system,Sugar specific PTS proteins,
SW 1.2.2.2,BSU_38050,sacP,Cellular processes,Transporters,Phosphotransferase system,Sugar specific PTS proteins,
SW 1.2.2.2,BSU_03981,mtlA,Cellular processes,Transporters,Phosphotransferase system,Sugar specific PTS proteins,
SW 1.2.2.2,BSU_05820,gmuA,Cellular processes,Transporters,Phosphotransferase system,Sugar specific PTS proteins,
SW 1.2.2.2,BSU_38390,ywbA,Cellular processes,Transporters,Phosphotransferase system,Sugar specific PTS proteins,
SW 1.2.2.2,BSU_14400,fruA,Cellular processes,Transporters,Phosphotransferase system,Sugar specific PTS proteins,
SW 1.2.2.2,BSU_12010,manP,Cellular processes,Transporters,Phosphotransferase system,Sugar specific PTS proteins,
SW 1.2.2.2,BSU_07800,treP,Cellular processes,Transporters,Phosphotransferase system,Sugar specific PTS proteins,
SW 1.2.2.2,BSU_38570,licA,Cellular processes,Transporters,Phosphotransferase system,Sugar specific PTS proteins,
SW 1.2.2.2,BSU_27040,levG,Cellular processes,Transporters,Phosphotransferase system,Sugar specific PTS proteins,
SW 1.2.2.2,BSU_38590,licB,Cellular processes,Transporters,Phosphotransferase system,Sugar specific PTS proteins,
SW 1.2.2.2,BSU_13890,ptsG,Cellular processes,Transporters,Phosphotransferase system,Sugar specific PTS proteins,
SW 1.2.2.2,BSU_38580,licC,Cellular processes,Transporters,Phosphotransferase system,Sugar specific PTS proteins,
SW 1.2.2.2,BSU_22230,ptsA,Cellular processes,Transporters,Phosphotransferase system,Sugar specific PTS proteins,
SW 1.2.3,BSU_32030,yuiG,Cellular processes,Transporters,ECF transporter,,
SW 1.2.3,BSU_01460,ybaE,Cellular processes,Transporters,ECF transporter,,
SW 1.2.3,BSU_10370,yhfU,Cellular processes,Transporters,ECF transporter,,
SW 1.2.3,BSU_23050,ribU,Cellular processes,Transporters,ECF transporter,,
SW 1.2.3,BSU_01470,ybaF,Cellular processes,Transporters,ECF transporter,,
SW 1.2.3,BSU_30990,thiT,Cellular processes,Transporters,ECF transporter,,
SW 1.2.3,BSU_10010,trpP,Cellular processes,Transporters,ECF transporter,,
SW 1.2.3,BSU_01450,ybxA,Cellular processes,Transporters,ECF transporter,,
SW 1.2.3.1,BSU_01470,ybaF,Cellular processes,Transporters,ECF transporter,The general components of the ECF transporters,
SW 1.2.3.1,BSU_01450,ybxA,Cellular processes,Transporters,ECF transporter,The general components of the ECF transporters,
SW 1.2.3.1,BSU_01460,ybaE,Cellular processes,Transporters,ECF transporter,The general components of the ECF transporters,
SW 1.2.3.2,BSU_10010,trpP,Cellular processes,Transporters,ECF transporter,The substrate-specific S components of the ECF transporters,
SW 1.2.3.2,BSU_30990,thiT,Cellular processes,Transporters,ECF transporter,The substrate-specific S components of the ECF transporters,
SW 1.2.3.2,BSU_10370,yhfU,Cellular processes,Transporters,ECF transporter,The substrate-specific S components of the ECF transporters,
SW 1.2.3.2,BSU_23050,ribU,Cellular processes,Transporters,ECF transporter,The substrate-specific S components of the ECF transporters,
SW 1.2.3.2,BSU_32030,yuiG,Cellular processes,Transporters,ECF transporter,The substrate-specific S components of the ECF transporters,
SW 1.2.3.3,BSU_13240,thiU,Cellular processes,Transporters,ECF transporter,Class I ECF transporter,
SW 1.2.3.3,BSU_13230,thiV,Cellular processes,Transporters,ECF transporter,Class I ECF transporter,
SW 1.2.3.3,BSU_13210,thiX,Cellular processes,Transporters,ECF transporter,Class I ECF transporter,
SW 1.2.3.3,BSU_13220,thiW,Cellular processes,Transporters,ECF transporter,Class I ECF transporter,
SW 1.2.4.1.1,BSU_19580,yodF,Cellular processes,Transporters,Transporters/ other,Amino acid transporters,Solute:sodium symporter family
SW 1.2.4.1.1,BSU_03220,putP,Cellular processes,Transporters,Transporters/ other,Amino acid transporters,Solute:sodium symporter family
SW 1.2.4.1.1,BSU_18120,alsT,Cellular processes,Transporters,Transporters/ other,Amino acid transporters,Solute:sodium symporter family
SW 1.2.4.1.1,BSU_06660,opuE,Cellular processes,Transporters,Transporters/ other,Amino acid transporters,Solute:sodium symporter family
SW 1.2.4.1.1,BSU_02420,glnT,Cellular processes,Transporters,Transporters/ other,Amino acid transporters,Solute:sodium symporter family
SW 1.2.4.1.1,BSU_38240,ywcA,Cellular processes,Transporters,Transporters/ other,Amino acid transporters,Solute:sodium symporter family
SW 1.2.4.1.1,BSU_10220,gltT,Cellular processes,Transporters,Transporters/ other,Amino acid transporters,Solute:sodium symporter family
SW 1.2.4.1.2,BSU_05620,ydgF,Cellular processes,Transporters,Transporters/ other,Amino acid transporters,Other amino acid transporters
SW 1.2.4.1.2,BSU_26690,brnQ,Cellular processes,Transporters,Transporters/ other,Amino acid transporters,Other amino acid transporters
SW 1.2.4.1.2,BSU_12860,steT,Cellular processes,Transporters,Transporters/ other,Amino acid transporters,Other amino acid transporters
SW 1.2.4.1.2,BSU_27090,aapA,Cellular processes,Transporters,Transporters/ other,Amino acid transporters,Other amino acid transporters
SW 1.2.4.1.2,BSU_30530,ytnA,Cellular processes,Transporters,Transporters/ other,Amino acid transporters,Other amino acid transporters
SW 1.2.4.1.2,BSU_26700,azlD,Cellular processes,Transporters,Transporters/ other,Amino acid transporters,Other amino acid transporters
SW 1.2.4.1.2,BSU_27810,yrbD,Cellular processes,Transporters,Transporters/ other,Amino acid transporters,Other amino acid transporters
SW 1.2.4.1.2,BSU_02340,gltP,Cellular processes,Transporters,Transporters/ other,Amino acid transporters,Other amino acid transporters
SW 1.2.4.1.2,BSU_39390,hutM,Cellular processes,Transporters,Transporters/ other,Amino acid transporters,Other amino acid transporters
SW 1.2.4.1.2,BSU_09130,tcyP,Cellular processes,Transporters,Transporters/ other,Amino acid transporters,Other amino acid transporters
SW 1.2.4.1.2,BSU_34470,yveA,Cellular processes,Transporters,Transporters/ other,Amino acid transporters,Other amino acid transporters
SW 1.2.4.1.2,BSU_37760,rocC,Cellular processes,Transporters,Transporters/ other,Amino acid transporters,Other amino acid transporters
SW 1.2.4.1.2,BSU_40330,rocE,Cellular processes,Transporters,Transporters/ other,Amino acid transporters,Other amino acid transporters
SW 1.2.4.1.2,BSU_29600,braB,Cellular processes,Transporters,Transporters/ other,Amino acid transporters,Other amino acid transporters
SW 1.2.4.1.2,BSU_09460,bcaP,Cellular processes,Transporters,Transporters/ other,Amino acid transporters,Other amino acid transporters
SW 1.2.4.1.2,BSU_02060,ybxG,Cellular processes,Transporters,Transporters/ other,Amino acid transporters,Other amino acid transporters
SW 1.2.4.1.2,BSU_02400,ybgF,Cellular processes,Transporters,Transporters/ other,Amino acid transporters,Other amino acid transporters
SW 1.2.4.1.2,BSU_15580,cysP,Cellular processes,Transporters,Transporters/ other,Amino acid transporters,Other amino acid transporters
SW 1.2.4.1.2,BSU_34010,yvbW,Cellular processes,Transporters,Transporters/ other,Amino acid transporters,Other amino acid transporters
SW 1.2.4.1.2,BSU_26710,azlC,Cellular processes,Transporters,Transporters/ other,Amino acid transporters,Other amino acid transporters
SW 1.2.4.2,BSU_03670,dtpT,Cellular processes,Transporters,Transporters/ other,Peptide transporter,
SW 1.2.4.3,BSU_12310,yjmB,Cellular processes,Transporters,Transporters/ other,Carbohydrate transporter,
SW 1.2.4.3,BSU_09280,glpF,Cellular processes,Transporters,Transporters/ other,Carbohydrate transporter,
SW 1.2.4.3,BSU_08260,yfiG,Cellular processes,Transporters,Transporters/ other,Carbohydrate transporter,
SW 1.2.4.3,BSU_12360,exuT,Cellular processes,Transporters,Transporters/ other,Carbohydrate transporter,
SW 1.2.4.3,BSU_40070,gntP,Cellular processes,Transporters,Transporters/ other,Carbohydrate transporter,
SW 1.2.4.3,BSU_39710,iolF,Cellular processes,Transporters,Transporters/ other,Carbohydrate transporter,
SW 1.2.4.3,BSU_03920,glcU,Cellular processes,Transporters,Transporters/ other,Carbohydrate transporter,
SW 1.2.4.3,BSU_06160,gutP,Cellular processes,Transporters,Transporters/ other,Carbohydrate transporter,
SW 1.2.4.3,BSU_06230,iolT,Cellular processes,Transporters,Transporters/ other,Carbohydrate transporter,
SW 1.2.4.3,BSU_17570,xynP,Cellular processes,Transporters,Transporters/ other,Carbohydrate transporter,
SW 1.2.4.3,BSU_33960,araE,Cellular processes,Transporters,Transporters/ other,Carbohydrate transporter,
SW 1.2.4.3,BSU_02480,ycbE,Cellular processes,Transporters,Transporters/ other,Carbohydrate transporter,
SW 1.2.4.3,BSU_32880,mdtP,Cellular processes,Transporters,Transporters/ other,Carbohydrate transporter,
SW 1.2.4.3,BSU_10520,glcP,Cellular processes,Transporters,Transporters/ other,Carbohydrate transporter,
SW 1.2.4.3,BSU_02140,glpT,Cellular processes,Transporters,Transporters/ other,Carbohydrate transporter,
SW 1.2.4.3,BSU_22090,kdgT,Cellular processes,Transporters,Transporters/ other,Carbohydrate transporter,
SW 1.2.4.4,BSU_39000,hbuT,Cellular processes,Transporters,Transporters/ other,Transporter for organic acids,
SW 1.2.4.4,BSU_28910,pftA,Cellular processes,Transporters,Transporters/ other,Transporter for organic acids,
SW 1.2.4.4,BSU_26860,yraO,Cellular processes,Transporters,Transporters/ other,Transporter for organic acids,
SW 1.2.4.4,BSU_27200,yrhG,Cellular processes,Transporters,Transporters/ other,Transporter for organic acids,
SW 1.2.4.4,BSU_38770,cimH,Cellular processes,Transporters,Transporters/ other,Transporter for organic acids,
SW 1.2.4.4,BSU_23560,mleN,Cellular processes,Transporters,Transporters/ other,Transporter for organic acids,
SW 1.2.4.4,BSU_28900,pftB,Cellular processes,Transporters,Transporters/ other,Transporter for organic acids,
SW 1.2.4.4,BSU_31580,maeN,Cellular processes,Transporters,Transporters/ other,Transporter for organic acids,
SW 1.2.4.4,BSU_06310,gabP,Cellular processes,Transporters,Transporters/ other,Transporter for organic acids,
SW 1.2.4.4,BSU_34190,lutP,Cellular processes,Transporters,Transporters/ other,Transporter for organic acids,
SW 1.2.4.4,BSU_39060,citH,Cellular processes,Transporters,Transporters/ other,Transporter for organic acids,
SW 1.2.4.4,BSU_01580,ybaR,Cellular processes,Transporters,Transporters/ other,Transporter for organic acids,
SW 1.2.4.4,BSU_04470,dctP,Cellular processes,Transporters,Transporters/ other,Transporter for organic acids,
SW 1.2.4.4,BSU_07610,citM,Cellular processes,Transporters,Transporters/ other,Transporter for organic acids,
SW 1.2.4.4,BSU_03060,lctP,Cellular processes,Transporters,Transporters/ other,Transporter for organic acids,
SW 1.2.4.4,BSU_07570,yflS,Cellular processes,Transporters,Transporters/ other,Transporter for organic acids,
SW 1.2.4.4,BSU_18540,yoaB,Cellular processes,Transporters,Transporters/ other,Transporter for organic acids,
SW 1.2.4.5,BSU_14510,ktrC,Cellular processes,Transporters,Transporters/ other,Metal ion transporter,
SW 1.2.4.5,BSU_04360,mntH,Cellular processes,Transporters,Transporters/ other,Metal ion transporter,
SW 1.2.4.5,BSU_33500,copA,Cellular processes,Transporters,Transporters/ other,Metal ion transporter,
SW 1.2.4.5,BSU_31620,mrpC,Cellular processes,Transporters,Transporters/ other,Metal ion transporter,
SW 1.2.4.5,BSU_31630,mrpD,Cellular processes,Transporters,Transporters/ other,Metal ion transporter,
SW 1.2.4.5,BSU_38280,efeU,Cellular processes,Transporters,Transporters/ other,Metal ion transporter,
SW 1.2.4.5,BSU_33420,nhaK,Cellular processes,Transporters,Transporters/ other,Metal ion transporter,
SW 1.2.4.5,BSU_31650,mrpF,Cellular processes,Transporters,Transporters/ other,Metal ion transporter,
SW 1.2.4.5,BSU_33490,cadA,Cellular processes,Transporters,Transporters/ other,Metal ion transporter,
SW 1.2.4.5,BSU_13850,pfeT,Cellular processes,Transporters,Transporters/ other,Metal ion transporter,
SW 1.2.4.5,BSU_31660,mrpG,Cellular processes,Transporters,Transporters/ other,Metal ion transporter,
SW 1.2.4.5,BSU_33510,copZ,Cellular processes,Transporters,Transporters/ other,Metal ion transporter,
SW 1.2.4.5,BSU_09850,khtU,Cellular processes,Transporters,Transporters/ other,Metal ion transporter,
SW 1.2.4.5,BSU_31640,mrpE,Cellular processes,Transporters,Transporters/ other,Metal ion transporter,
SW 1.2.4.5,BSU_31610,mrpB,Cellular processes,Transporters,Transporters/ other,Metal ion transporter,
SW 1.2.4.5,BSU_13500,ktrD,Cellular processes,Transporters,Transporters/ other,Metal ion transporter,
SW 1.2.4.5,BSU_24740,corA,Cellular processes,Transporters,Transporters/ other,Metal ion transporter,
SW 1.2.4.5,BSU_13300,mgtE,Cellular processes,Transporters,Transporters/ other,Metal ion transporter,
SW 1.2.4.5,BSU_31100,ktrB,Cellular processes,Transporters,Transporters/ other,Metal ion transporter,
SW 1.2.4.5,BSU_38270,efeO,Cellular processes,Transporters,Transporters/ other,Metal ion transporter,
SW 1.2.4.5,BSU_04320,kimA,Cellular processes,Transporters,Transporters/ other,Metal ion transporter,
SW 1.2.4.5,BSU_31090,ktrA,Cellular processes,Transporters,Transporters/ other,Metal ion transporter,
SW 1.2.4.5,BSU_09860,khtT,Cellular processes,Transporters,Transporters/ other,Metal ion transporter,
SW 1.2.4.5,BSU_25790,arsB,Cellular processes,Transporters,Transporters/ other,Metal ion transporter,
SW 1.2.4.5,BSU_05340,aseA,Cellular processes,Transporters,Transporters/ other,Metal ion transporter,
SW 1.2.4.5,BSU_26650,czcD,Cellular processes,Transporters,Transporters/ other,Metal ion transporter,
SW 1.2.4.5,BSU_31600,mrpA,Cellular processes,Transporters,Transporters/ other,Metal ion transporter,
SW 1.2.4.5,BSU_07920,chaA,Cellular processes,Transporters,Transporters/ other,Metal ion transporter,
SW 1.2.4.5,BSU_03950,ycnJ,Cellular processes,Transporters,Transporters/ other,Metal ion transporter,
SW 1.2.4.6,BSU_39020,nupG,Cellular processes,Transporters,Transporters/ other,Nucleotide/ nucleoside transporter,
SW 1.2.4.6,BSU_29990,pbuO,Cellular processes,Transporters,Transporters/ other,Nucleotide/ nucleoside transporter,
SW 1.2.4.6,BSU_38710,yxlA,Cellular processes,Transporters,Transporters/ other,Nucleotide/ nucleoside transporter,
SW 1.2.4.6,BSU_22060,pbuX,Cellular processes,Transporters,Transporters/ other,Nucleotide/ nucleoside transporter,
SW 1.2.4.6,BSU_05800,pbuE,Cellular processes,Transporters,Transporters/ other,Nucleotide/ nucleoside transporter,
SW 1.2.4.6,BSU_32430,pucJ,Cellular processes,Transporters,Transporters/ other,Nucleotide/ nucleoside transporter,
SW 1.2.4.6,BSU_32440,pucK,Cellular processes,Transporters,Transporters/ other,Nucleotide/ nucleoside transporter,
SW 1.2.4.6,BSU_06370,pbuG,Cellular processes,Transporters,Transporters/ other,Nucleotide/ nucleoside transporter,
SW 1.2.4.6,BSU_15480,pyrP,Cellular processes,Transporters,Transporters/ other,Nucleotide/ nucleoside transporter,
SW 1.2.4.6,BSU_39410,nupC,Cellular processes,Transporters,Transporters/ other,Nucleotide/ nucleoside transporter,
SW 1.2.4.6,BSU_36470,pucI,Cellular processes,Transporters,Transporters/ other,Nucleotide/ nucleoside transporter,
SW 1.2.4.7,BSU_02950,niaP,Cellular processes,Transporters,Transporters/ other,Transporter for cofactors,
SW 1.2.4.8,BSU_25420,yqeW,Cellular processes,Transporters,Transporters/ other,Uptake of other small ions,
SW 1.2.4.8,BSU_12840,pit,Cellular processes,Transporters,Transporters/ other,Uptake of other small ions,
SW 1.2.4.8,BSU_36510,nrgA,Cellular processes,Transporters,Transporters/ other,Uptake of other small ions,
SW 1.2.4.8,BSU_03330,nasA,Cellular processes,Transporters,Transporters/ other,Uptake of other small ions,
SW 1.2.4.8,BSU_38060,ywcJ,Cellular processes,Transporters,Transporters/ other,Uptake of other small ions,
SW 1.2.4.9,BSU_06660,opuE,Cellular processes,Transporters,Transporters/ other,Uptake of compatible solutes,
SW 1.2.4.9,BSU_30070,opuD,Cellular processes,Transporters,Transporters/ other,Uptake of compatible solutes,
SW 1.2.4.10,BSU_16825,ymfD,Cellular processes,Transporters,Transporters/ other,Siderophore exporters,
SW 1.2.4.11,BSU_09610,yhdV,Cellular processes,Transporters,Transporters/ other,Other exporters,
SW 1.2.4.11,BSU_13090,ykkC,Cellular processes,Transporters,Transporters/ other,Other exporters,
SW 1.2.4.11,BSU_34265,epsK,Cellular processes,Transporters,Transporters/ other,Other exporters,
SW 1.2.4.11,BSU_09010,yhcA,Cellular processes,Transporters,Transporters/ other,Other exporters,
SW 1.2.4.11,BSU_03840,ycnB,Cellular processes,Transporters,Transporters/ other,Other exporters,
SW 1.2.4.11,BSU_03070,mdr,Cellular processes,Transporters,Transporters/ other,Other exporters,
SW 1.2.4.11,BSU_37320,narK,Cellular processes,Transporters,Transporters/ other,Other exporters,
SW 1.2.4.11,BSU_09600,fluC,Cellular processes,Transporters,Transporters/ other,Other exporters,
SW 1.2.4.11,BSU_36130,ywrA,Cellular processes,Transporters,Transporters/ other,Other exporters,
SW 1.2.4.11,BSU_36120,ywrB,Cellular processes,Transporters,Transporters/ other,Other exporters,
SW 1.2.4.11,BSU_24010,bmr,Cellular processes,Transporters,Transporters/ other,Other exporters,
SW 1.2.4.11,BSU_26590,blt,Cellular processes,Transporters,Transporters/ other,Other exporters,
SW 1.2.4.11,BSU_13100,ykkD,Cellular processes,Transporters,Transporters/ other,Other exporters,
SW 1.2.4.11,BSU_06320,mneS,Cellular processes,Transporters,Transporters/ other,Other exporters,
SW 1.2.4.12,BSU_12400,yjnA,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_38510,dltB,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_04060,ycsG,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_01890,ybcL,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_02960,yceJ,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_07460,yfmI,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_06550,yecA,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_26490,yrkJ,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_03110,ycgH,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_10980,yitG,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_15030,spoVV,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_33370,yvgK,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_07910,yfkF,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_07750,yflA,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_40770,tetB,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_02120,ybeC,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_08400,yfiU,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_05310,ydeR,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_01590,ybaS,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_10450,yhjB,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_21980,ypdP,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_07860,yfkL,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_02540,ycbK,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_07340,mtrA,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_05190,ydeG,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_07320,yfnC,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_28710,cstA,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_39810,csbC,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_05690,ydhB,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_07400,yfmO,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_05650,ydgH,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_04540,ydbO,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_08540,yfhI,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_05680,ydgK,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_08380,yfiS,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_02670,lmrB,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_02770,yccK,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_11480,yjbB,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_05090,yddS,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_29280,ytnM,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.12,BSU_32380,yunE,Cellular processes,Transporters,Transporters/ other,Other transporters,
SW 1.2.4.13,BSU_06320,mneS,Cellular processes,Transporters,Transporters/ other,Metal ion exporters,
SW 1.2.4.13,BSU_05470,mneP,Cellular processes,Transporters,Transporters/ other,Metal ion exporters,
SW 1.2.4.14,BSU_33570,yvaE,Cellular processes,Transporters,Transporters/ other,Multidrug exporters,
SW 1.2.4.14,BSU_34490,yvdS,Cellular processes,Transporters,Transporters/ other,Multidrug exporters,
SW 1.2.4.14,BSU_17300,ebrA,Cellular processes,Transporters,Transporters/ other,Multidrug exporters,
SW 1.2.4.14,BSU_33560,yvaD,Cellular processes,Transporters,Transporters/ other,Multidrug exporters,
SW 1.2.4.14,BSU_34500,yvdR,Cellular processes,Transporters,Transporters/ other,Multidrug exporters,
SW 1.2.4.14,BSU_17290,ebrB,Cellular processes,Transporters,Transporters/ other,Multidrug exporters,
SW 1.2.4.15,BSU_10820,yisQ,Cellular processes,Transporters,Transporters/ other,Multidrug exporters/ based on homology,
SW 1.2.4.15,BSU_21710,ypnP,Cellular processes,Transporters,Transporters/ other,Multidrug exporters/ based on homology,
SW 1.2.4.15,BSU_19440,yojI,Cellular processes,Transporters,Transporters/ other,Multidrug exporters/ based on homology,
SW 1.2.4.15,BSU_18370,yoeA,Cellular processes,Transporters,Transporters/ other,Multidrug exporters/ based on homology,
SW 1.3.1.1,BSU_09590,yhdT,Cellular processes,Homeostasis,"Metal ion homeostasis (K, Na, Ca, Mg)",Magnesium uptake/ efflux,
SW 1.3.1.1,BSU_31300,yugS,Cellular processes,Homeostasis,"Metal ion homeostasis (K, Na, Ca, Mg)",Magnesium uptake/ efflux,
SW 1.3.1.1,BSU_13300,mgtE,Cellular processes,Homeostasis,"Metal ion homeostasis (K, Na, Ca, Mg)",Magnesium uptake/ efflux,
SW 1.3.1.1,BSU_08000,yfjQ,Cellular processes,Homeostasis,"Metal ion homeostasis (K, Na, Ca, Mg)",Magnesium uptake/ efflux,
SW 1.3.1.1,BSU_09550,mpfA,Cellular processes,Homeostasis,"Metal ion homeostasis (K, Na, Ca, Mg)",Magnesium uptake/ efflux,
