tree order,major taxonomic family/ species name for non-Firmicutes,Firmicutes taxonomic order/ non-Firmicutes phylum,Accession,Sanger accession,environment,sporulation signature score %,presence spo0A,spore-former characterisation,genome size,ethanol resistance,Erysipelotrichaceae experiments,,,,
457,Streptococcaceae,Lactobacillales,GCF_000186545.1,,gut,21.21212121,0,0,1845804,,,,,,
459,Streptococcaceae,Lactobacillales,GCF_000187465.1,,other host associated,21.21212121,0,0,1915723,,,,,,
460,Streptococcaceae,Lactobacillales,GCF_000411475.1,,other host associated,21.21212121,0,0,1783206,,,,,,
461,Streptococcaceae,Lactobacillales,GCF_000253155.1,,oral,21.21212121,0,0,1986673,,,,,,
462,Streptococcaceae,Lactobacillales,GCF_000027165.1,,oral,21.21212121,0,0,2177278,,,,,,
463,Streptococcaceae,Lactobacillales,GCF_000221985.1,,other host associated,21.21212121,0,0,2222029,,,,,,
464,Streptococcaceae,Lactobacillales,GCF_000014365.1,,oral,21.21212121,0,0,2075347,,,,,,
470,Streptococcaceae,Lactobacillales,11861_6#60,11861_6#60,oral,21.21212121,0,0,2068160,,,,,,
472,Streptococcaceae,Lactobacillales,GCF_000372425.1,,non-host associated,21.21212121,0,0,1878135,,,,,,
473,Streptococcaceae,Lactobacillales,GCF_000187995.2,,non-host associated,21.21212121,0,0,1948935,,,,,,
474,Streptococcaceae,Lactobacillales,GCF_000286075.1,,non-host associated,21.21212121,0,0,2096388,,,,,,
477,Streptococcaceae,Lactobacillales,GCF_000380025.1,,other host associated,21.21212121,0,0,2069725,,,,,,
479,Streptococcaceae,Lactobacillales,GCF_000423745.1,,non-host associated,21.21212121,0,0,2135687,,,,,,
482,Streptococcaceae,Lactobacillales,GCF_000188055.2,,other host associated,21.21212121,0,0,2165939,,,,,,
485,Streptococcaceae,Lactobacillales,GCF_000213825.1,,non-host associated,21.21212121,0,0,2174515,,,,,,
496,Streptococcaceae,Lactobacillales,ERR2221359,20298_3#24,oral,21.21212121,0,0,2289624,,,,,,
507,Lactobacillaceae,Lactobacillales,GCF_000166795.1,,non-host associated,21.21212121,0,0,2790345,,,,,,
508,Lactobacillaceae,Lactobacillales,GCF_001436505.1,,non-host associated,21.21212121,0,0,2307207,,,,,,
511,Lactobacillaceae,Lactobacillales,GCF_001311175.1,,non-host associated,21.21212121,0,0,2572960,,,,,,
525,Lactobacillaceae,Lactobacillales,ERR2221304,20298_2#27,gut,21.21212121,0,0,2709802,,,,,,
534,Lactobacillaceae,Lactobacillales,GCF_000583695.1,,non-host associated,21.21212121,0,0,3507244,,,,,,
546,Lactobacillaceae,Lactobacillales,GCF_001434745.1,,gut,21.21212121,0,0,2375286,,,,,,
547,Lactobacillaceae,Lactobacillales,GCF_001438825.1,,non-host associated,21.21212121,0,0,2273000,,,,,,
555,Lactobacillaceae,Lactobacillales,GCF_000296835.1,,gut,21.21212121,0,0,1960290,,,,,,
573,Lactobacillaceae,Lactobacillales,GCF_000615445.1,,non-host associated,21.21212121,0,0,1856971,,,,,,
585,Lactobacillaceae,Lactobacillales,GCF_001435235.1,,non-host associated,21.21212121,0,0,2648766,,,,,,
586,Lactobacillaceae,Lactobacillales,GCF_001434225.1,,non-host associated,21.21212121,0,0,2540186,,,,,,
587,Lactobacillaceae,Lactobacillales,GCF_001436755.1,,non-host associated,21.21212121,0,0,2447874,,,,,,
589,Lactobacillaceae,Lactobacillales,GCF_000612445.1,,non-host associated,21.21212121,0,0,2495559,,,,,,
590,Lactobacillaceae,Lactobacillales,GCF_001434915.1,,non-host associated,21.21212121,0,0,2270166,,,,,,
592,Lactobacillaceae,Lactobacillales,GCF_001436735.1,,non-host associated,21.21212121,0,0,1951099,,,,,,
594,Lactobacillaceae,Lactobacillales,GCF_001435195.1,,non-host associated,21.21212121,0,0,2683673,,,,,,
600,Lactobacillaceae,Lactobacillales,GCF_000615845.1,,non-host associated,21.21212121,0,0,1695148,,,,,,
621,Lactobacillaceae,Lactobacillales,GCF_000715455.1,,non-host associated,21.21212121,0,0,1947562,,,,,,
634,Lactobacillaceae,Lactobacillales,GCF_001437435.1,,non-host associated,21.21212121,0,0,2104979,,,,,,
635,Lactobacillaceae,Lactobacillales,GCF_001436295.1,,non-host associated,21.21212121,0,0,2601893,,,,,,
638,Lactobacillaceae,Lactobacillales,GCF_001434315.1,,non-host associated,21.21212121,0,0,1862782,,,,,,
642,Lactobacillaceae,Lactobacillales,GCF_001436045.1,,non-host associated,21.21212121,0,0,1762486,,,,,,
658,Lactobacillaceae,Lactobacillales,14637_1#56,14637_1#56,non-host associated,21.21212121,0,0,3555819,,,,,,
663,Lactobacillaceae,Lactobacillales,GCF_001438845.1,,non-host associated,21.21212121,0,0,3039457,,,,,,
678,Lactobacillaceae,Lactobacillales,GCF_001435095.1,,non-host associated,21.21212121,0,0,2795033,,,,,,
702,Lactobacillaceae,Lactobacillales,GCF_001435315.1,,oral,21.21212121,0,0,2608890,,,,,,
703,Lactobacillaceae,Lactobacillales,GCF_001311355.1,,non-host associated,21.21212121,0,0,3153627,,,,,,
707,Lactobacillaceae,Lactobacillales,GCF_000159195.1,,non-host associated,21.21212121,0,0,2906475,,,,,,
798,Helcococcaceae,Clostridiales,GCF_001407835.1,,other host associated,21.21212121,0,0,1862856,,,,,,
812,Helcococcaceae,Clostridiales,GCF_000191725.1,,other host associated,21.21212121,0,0,1725404,,,,,,
832,Anaerovoracaceae,Clostridiales,GCF_000161975.1,,oral,21.21212121,1,0,1100401,,,,,,
,Klebsiella oxytoca,Proteobacteria,GCF_001022195.1,,gut,21.21212121,0,0,7318670,,,,,,
,Bacteroides congonensis,Bacteroidetes,GCF_900130125.1,,gut,21.21212121,0,0,6453009,,,,,,
,Parabacteroides distasonis,Bacteroidetes,ERS852513,14207_7#24,gut,21.21212121,0,0,5526182,,,,,,
,Bacteroides caccae,Bacteroidetes,GCF_002222615.2,,gut,21.21212121,0,0,4627939,,,,,,
,Bacteroides coprocola,Bacteroidetes,GCF_000154845.1,,gut,21.21212121,0,0,4353907,,,,,,
,Collinsella bouchesdurhonensis,Actinobacteria,GCF_900155365.1,,gut,21.21212121,0,0,1899673,,,,,,
,Collinsella provencensis,Actinobacteria,GCF_900199705.1,,gut,21.21212121,0,0,1759656,,,,,,
39,Erysipelotrichaceae,Erysipelotrichales,GCF_000403415.2,,other host associated,22.72727273,0,0,2395286,,,,,,
15,Erysipelotrichaceae,Erysipelotrichales,GCF_000173795.1,,gut,22.72727273,0,0,2716061,no,yes,,,,
16,Erysipelotrichaceae,Erysipelotrichales,ERR2221198,13414_6#10,gut,22.72727273,0,0,2574655,no,,,,,
38,Erysipelotrichaceae,Erysipelotrichales,GCF_000177375.1,,gut,22.72727273,0,0,1443250,,,,,,
40,Erysipelotrichaceae,Erysipelotrichales,GCF_000384195.1,,gut,22.72727273,0,0,2086890,,,,,,
60,Gemellaceae,Bacillales,GCF_000173915.1,,non-host associated,22.72727273,0,0,1948136,,,,,,
73,Staphylococcaceae,Bacillales,GCF_000308095.1,,other host associated,22.72727273,0,0,2782895,,,,,,
83,Staphylococcaceae,Bacillales,GCF_001471555.1,,other host associated,22.72727273,0,0,2645776,,,,,,
88,Staphylococcaceae,Bacillales,GCF_000295715.1,,non-host associated,22.72727273,0,0,2608461,,,,,,
92,Staphylococcaceae,Bacillales,ERR2221195,13154_4#43,other host associated,22.72727273,0,0,2871832,,,,,,
379,Aerococcaceae,Lactobacillales,GCF_000526675.1,,non-host associated,22.72727273,0,0,1694198,,,,,,
383,Aerococcaceae,Lactobacillales,GCF_000245795.1,,other host associated,22.72727273,0,0,1736868,,,,,,
384,Aerococcaceae,Lactobacillales,GCF_000428865.1,,non-host associated,22.72727273,0,0,1899161,,,,,,
385,Aerococcaceae,Lactobacillales,GCF_000301055.1,,other host associated,22.72727273,0,0,1773037,,,,,,
386,Aerococcaceae,Lactobacillales,GCF_000518205.1,,other host associated,22.72727273,0,0,2100198,,,,,,
398,Carnobacteriaceae,Lactobacillales,GCF_000315445.1,,non-host associated,22.72727273,0,0,1813808,,,,,,
402,Enterococcaceae,Lactobacillales,GCF_000423785.1,,non-host associated,22.72727273,0,0,2115977,,,,,,
444,Streptococcaceae,Lactobacillales,GCF_000006865.1,,non-host associated,22.72727273,0,0,2399385,,,,,,
449,Streptococcaceae,Lactobacillales,GCF_000380125.1,,non-host associated,22.72727273,0,0,2397660,,,,,,
452,Streptococcaceae,Lactobacillales,GCF_000161955.2,,other host associated,22.72727273,0,0,2267793,,,,,,
466,Streptococcaceae,Lactobacillales,20298_3#23,20298_3#23,non-host associated,22.72727273,0,0,2047538,,,,,,
468,Streptococcaceae,Lactobacillales,12718_7#87,12718_7#87,oral,22.72727273,0,0,2170731,,,,,,
469,Streptococcaceae,Lactobacillales,GCF_000262145.1 ,,oral,22.72727273,0,0,2202633,,,,,,
475,Streptococcaceae,Lactobacillales,GCF_000007465.2 ,,oral,22.72727273,0,0,2061968,,,,,,
476,Streptococcaceae,Lactobacillales,12718_7#68,12718_7#68,oral,22.72727273,0,0,2069397,,,,,,
478,Streptococcaceae,Lactobacillales,GCF_000423765.1,,non-host associated,22.72727273,0,0,2327201,,,,,,
483,Streptococcaceae,Lactobacillales,GCF_000009545.1 ,,other host associated,22.72727273,0,0,1852352,,,,,,
494,Streptococcaceae,Lactobacillales,GCF_000011845.1,,gut,22.72727273,0,0,1821888,,,,,,
495,Streptococcaceae,Lactobacillales,12718_7#69,12718_7#69,oral,22.72727273,0,0,2267718,,,,,,
498,Streptococcaceae,Lactobacillales,GCF_000380105.1,,non-host associated,22.72727273,0,0,2455417,,,,,,
506,Lactobacillaceae,Lactobacillales,GCF_001434575.1,,non-host associated,22.72727273,0,0,3186296,,,,,,
512,Lactobacillaceae,Lactobacillales,GCF_001311785.1,,gut,22.72727273,0,0,2461125,,,,,,
513,Lactobacillaceae,Lactobacillales,GCF_001436115.1,,non-host associated,22.72727273,0,0,1962012,,,,,,
515,Lactobacillaceae,Lactobacillales,GCF_001434705.1,,non-host associated,22.72727273,0,0,2318259,,,,,,
516,Lactobacillaceae,Lactobacillales,GCF_001435035.1,,non-host associated,22.72727273,0,0,3178134,,,,,,
522,Lactobacillaceae,Lactobacillales,ERR2221291,20298_2#13,gut,22.72727273,0,0,3146426,,,,,,
523,Lactobacillaceae,Lactobacillales,GCF_000014525.1 ,,non-host associated,22.72727273,0,0,2936626,,,,,,
524,Lactobacillaceae,Lactobacillales,GCF_000159495.1,,non-host associated,22.72727273,0,0,2933767,,,,,,
527,Lactobacillaceae,Lactobacillales,ERR2221325,20298_2#56,non-host associated,22.72727273,0,0,3281184,,,,,,
531,Lactobacillaceae,Lactobacillales,GCF_001436415.1,,non-host associated,22.72727273,0,0,1864758,,,,,,
533,Lactobacillaceae,Lactobacillales,20298_2#43,20298_2#43,non-host associated,22.72727273,0,0,1957861,,,,,,
548,Lactobacillaceae,Lactobacillales,GCF_000184535.1,,non-host associated,22.72727273,0,0,2511824,,,,,,
552,Lactobacillaceae,Lactobacillales,GCF_001434555.1,,non-host associated,22.72727273,0,0,1574388,,,,,,
560,Lactobacillaceae,Lactobacillales,18048_2#47,18048_2#47,other host associated,22.72727273,0,0,2071268,,,,,,
591,Lactobacillaceae,Lactobacillales,GCF_000260415.1,,non-host associated,22.72727273,0,0,2697247,,,,,,
626,Lactobacillaceae,Lactobacillales,GCF_001038455.1,,non-host associated,22.72727273,0,0,1664513,,,,,,
681,Lactobacillaceae,Lactobacillales,GCF_000383435.1,,non-host associated,22.72727273,0,0,2673323,,,,,,
699,Lactobacillaceae,Lactobacillales,GCF_001434255.1,,non-host associated,22.72727273,0,0,3315789,,,,,,
704,Lactobacillaceae,Lactobacillales,GCF_000583655.1,,non-host associated,22.72727273,0,0,2892156,,,,,,
729,Veillonellaceae,Clostridiales,GCF_000221605.1,,oral,22.72727273,0,0,1759903,,,,,,
739,Dialisteraceae,Clostridiales,GCF_000194985.1,,other host associated,22.72727273,0,0,1277152,,,,,,
755,Acidaminococcaceae,Clostridiales,GCF_000230275.1,,gut,22.72727273,0,0,2523306,,,,,,
794,Ezakiellaceae,Clostridiales,GCF_000758845.1,,other host associated,22.72727273,0,0,1870189,,,,,,
799,Helcococcaceae,Clostridiales,GCF_000423145.1,,other host associated,22.72727273,0,0,1599027,,,,,,
804,Helcococcaceae,Clostridiales,GCF_000467935.1,,oral,22.72727273,0,0,2119984,,,,,,
809,Helcococcaceae,Clostridiales,GCF_000308255.2,,other host associated,22.72727273,0,0,2358428,,,,,,
817,Peptoniphilaceae,Clostridiales,GCF_000221565.1,,other host associated,22.72727273,0,0,1983060,,,,,,
,Bacteroides nordii,Bacteroidetes,GCF_000613465.1,,gut,22.72727273,0,0,5661505,,,,,,
,novel Parabacteroides species,Bacteroidetes,ERS852560,14207_7#71,gut,22.72727273,0,0,5073478,,,,,,
,Salmonella enterica,Proteobacteria,GCF_001558355.2,,gut,22.72727273,0,0,5013488,,,,,,
,Collinsella aerofaciens,Actinobacteria,GCF_000169035.1,,gut,22.72727273,0,0,2470378,,,,,,
,Collinsella phocaeensis,Actinobacteria,GCF_900119895.1,,gut,22.72727273,0,0,2131777,,,,,,
,Collinsella intestinalis,Actinobacteria,GCF_000156175.1,,gut,22.72727273,0,0,1832118,,,,,,
41,Erysipelotrichaceae,Erysipelotrichales,GCF_000420345.1,,gut,24.24242424,0,0,2025865,,,,,,
89,Staphylococcaceae,Bacillales,GCF_001074355.1,,other host associated,24.24242424,0,0,2459946,,,,,,
93,Staphylococcaceae,Bacillales,GCF_001630745.1,,non-host associated,24.24242424,0,0,2849357,,,,,,
94,Staphylococcaceae,Bacillales,GCF_000297455.1,,other host associated,24.24242424,0,0,2927171,,,,,,
95,Staphylococcaceae,Bacillales,GCF_000010125.1,,other host associated,24.24242424,0,0,2552528,,,,,,
364,Listeriaceae,Lactobacillales,GCF_000620985.1,,non-host associated,24.24242424,0,0,2542818,,,,,,
375,Aerococcaceae,Lactobacillales,GCF_001192875.1,,non-host associated,24.24242424,0,0,2112159,,,,,,
377,Aerococcaceae,Lactobacillales,GCF_000160675.1,,non-host associated,24.24242424,0,0,1955156,,,,,,
381,Aerococcaceae,Lactobacillales,GCF_000160075.2,,other host associated,24.24242424,0,0,2041839,,,,,,
387,Carnobacteriaceae,Lactobacillales,GCF_000744375.1,,non-host associated,24.24242424,0,0,4108787,,,,,,
401,Vagococcaceae,Lactobacillales,GCF_000498295.1,,other host associated,24.24242424,0,0,1859538,,,,,,
408,Enterococcaceae,Lactobacillales,GCF_000406925.1,,non-host associated,24.24242424,0,0,2604081,,,,,,
409,Enterococcaceae,Lactobacillales,GCF_000407285.1,,non-host associated,24.24242424,0,0,2634367,,,,,,
411,Enterococcaceae,Lactobacillales,GCF_000185365.1,,non-host associated,24.24242424,0,0,2347026,,,,,,
431,Enterococcaceae,Lactobacillales,GCF_000210115.1,,gut,24.24242424,0,0,3140896,,,,,,
433,Enterococcaceae,Lactobacillales,ERR2221341,20298_3#6,gut,24.24242424,0,0,2800035,,,,,,
434,Enterococcaceae,Lactobacillales,ERR2221203,14207_6#5,gut,24.24242424,0,0,2977771,,,,,,
435,Enterococcaceae,Lactobacillales,GCF_000147495.1,,gut,24.24242424,0,0,2930937,,,,,,
437,Enterococcaceae,Lactobacillales,ERR2221346,20298_3#11,gut,24.24242424,0,0,2800242,,,,,,
442,Enterococcaceae,Lactobacillales,GCF_000147455.1,,gut,24.24242424,0,0,2828796,,,,,,
480,Streptococcaceae,Lactobacillales,GCF_000420785.1,,other host associated,24.24242424,0,0,2112456,,,,,,
497,Streptococcaceae,Lactobacillales,GCF_000379985.1,,non-host associated,24.24242424,0,0,2155280,,,,,,
521,Lactobacillaceae,Lactobacillales,ERR2221303,20298_2#26,gut,24.24242424,0,0,3149735,,,,,,
526,Lactobacillaceae,Lactobacillales,ERR2221237,15841_8#91,gut,24.24242424,0,0,3068892,no,,,,,
530,Lactobacillaceae,Lactobacillales,GCF_000026065.1,,non-host associated,24.24242424,0,0,1911586,,,,,,
535,Lactobacillaceae,Lactobacillales,GCF_001435585.1,,non-host associated,24.24242424,0,0,3364376,,,,,,
537,Lactobacillaceae,Lactobacillales,GCF_000469325.1,,non-host associated,24.24242424,0,0,3295724,,,,,,
538,Lactobacillaceae,Lactobacillales,GCF_001435835.1,,non-host associated,24.24242424,0,0,1929795,,,,,,
539,Lactobacillaceae,Lactobacillales,GCF_001436095.1,,non-host associated,24.24242424,0,0,1837423,,,,,,
557,Lactobacillaceae,Lactobacillales,14207_6#7,14207_6#7,gut,24.24242424,0,0,2003328,,,,,,
558,Lactobacillaceae,Lactobacillales,GCF_000014425.1,,other host associated,24.24242424,0,0,1921424,,,,,,
688,Lactobacillaceae,Lactobacillales,GCF_001312845.1,,non-host associated,24.24242424,0,0,3621671,,,,,,
690,Lactobacillaceae,Lactobacillales,GCF_001311075.1,,non-host associated,24.24242424,0,0,3511138,,,,,,
740,Dialisteraceae,Clostridiales,GCF_000160055.1,,oral,24.24242424,0,0,1923047,,,,,,
753,Acidaminococcaceae,Clostridiales,GCF_000188175.1,,gut,24.24242424,0,0,2157688,,,,,,
754,Acidaminococcaceae,Clostridiales,GCF_000025305.1,,other host associated,24.24242424,0,0,2363053,,,,,,
768,Selenomonadaceae,Clostridiales,GCF_000160695.1,,oral,24.24242424,0,0,2193840,,,,,,
797,Helcococcaceae,Clostridiales,GCF_000010185.1 ,,gut,24.24242424,0,0,1823258,,,,,,
800,Helcococcaceae,Clostridiales,GCF_000245755.1,,other host associated,24.24242424,0,0,2117933,,,,,,
802,Helcococcaceae,Clostridiales,GCF_000311985.1,,gut,24.24242424,0,0,1781165,,,,,,
803,Helcococcaceae,Clostridiales,GCF_001286805.1,,gut,24.24242424,0,0,1648232,,,,,,
810,Helcococcaceae,Clostridiales,GCF_000312365.2,,other host associated,24.24242424,0,0,2290465,,,,,,
813,Helcococcaceae,Clostridiales,GCF_000024105.1,,other host associated,24.24242424,0,0,1909969,,,,,,
814,Helcococcaceae,Clostridiales,GCF_000159095.1,,other host associated,24.24242424,0,0,2138762,,,,,,
819,Peptoniphilaceae,Clostridiales,GCF_000146345.1,,other host associated,24.24242424,0,0,2116247,,,,,,
824,Peptoniphilaceae,Clostridiales,GCF_000378725.1,,other host associated,24.24242424,0,0,1879932,,,,,,
,Bacteroides dorei,Bacteroidetes,GCF_001640865.1,,gut,24.24242424,0,0,5376745,,,,,,
,Metakosakonia massiliensis,Proteobacteria,GCF_000321045.1,,gut,24.24242424,0,0,5074474,,,,,,
72,Staphylococcaceae,Bacillales,GCF_000934465.1,,non-host associated,25.75757576,0,0,2421628,,,,,,
74,Staphylococcaceae,Bacillales,GCF_000411275.1,,gut,25.75757576,0,0,2502212,,,,,,
76,Staphylococcaceae,Bacillales,GCF_000011505.1,,other host associated,25.75757576,0,0,2944086,,,,,,
77,Staphylococcaceae,Bacillales,GCF_000235645.1,,non-host associated,25.75757576,0,0,2630465,,,,,,
78,Staphylococcaceae,Bacillales,GCF_000494875.1,,gut,25.75757576,0,0,2596518,,,,,,
82,Staphylococcaceae,Bacillales,GCF_000183685.1,,other host associated,25.75757576,0,0,2296077,,,,,,
86,Staphylococcaceae,Bacillales,GCF_001500315.1,,other host associated,25.75757576,0,0,2238431,,,,,,
87,Staphylococcaceae,Bacillales,GCF_000260275.1,,other host associated,25.75757576,0,0,2495929,,,,,,
91,Staphylococcaceae,Bacillales,GCF_000972575.1,,non-host associated,25.75757576,0,0,2873971,,,,,,
97,Staphylococcaceae,Bacillales,ERR2221131,12718_7#23,other host associated,25.75757576,0,0,2976453,,,,,,
365,Listeriaceae,Lactobacillales,GCF_000525915.1,,non-host associated,25.75757576,0,0,2412461,,,,,,
391,Carnobacteriaceae,Lactobacillales,GCF_000744185.1,,non-host associated,25.75757576,0,0,2391647,,,,,,
392,Carnobacteriaceae,Lactobacillales,GCF_000744825.1,,non-host associated,25.75757576,0,0,2676751,,,,,,
410,Enterococcaceae,Lactobacillales,GCF_000407605.1,,non-host associated,25.75757576,0,0,2340015,,,,,,
412,Enterococcaceae,Lactobacillales,GCF_000407365.1,,other host associated,25.75757576,0,0,2615586,,,,,,
420,Enterococcaceae,Lactobacillales,GCF_000271405.2 ,,other host associated,25.75757576,0,0,2868139,,,,,,
421,Enterococcaceae,Lactobacillales,ERR2221309,20298_2#33,gut,25.75757576,0,0,2895039,no,,,,,
422,Enterococcaceae,Lactobacillales,GCF_000174395.2 ,,gut,25.75757576,0,0,2736683,,,,,,
423,Enterococcaceae,Lactobacillales,ERR2221310,20298_2#34,gut,25.75757576,0,0,3205280,,,,,,
424,Enterococcaceae,Lactobacillales,GCF_000159675.1,,gut,25.75757576,0,0,2766598,,,,,,
425,Enterococcaceae,Lactobacillales,GCF_000178235.1,,gut,25.75757576,0,0,2858052,,,,,,
426,Enterococcaceae,Lactobacillales,ERR2221317,20298_2#44,gut,25.75757576,0,0,2897755,,,,,,
427,Enterococcaceae,Lactobacillales,ERR2221332,20298_2#63,gut,25.75757576,0,0,2780202,,,,,,
430,Enterococcaceae,Lactobacillales,GCF_000147475.1,,gut,25.75757576,0,0,2883339,,,,,,
438,Enterococcaceae,Lactobacillales,GCF_000007785.1,,gut,25.75757576,0,0,3264004,,,,,,
439,Enterococcaceae,Lactobacillales,GCF_000147595.1,,gut,25.75757576,0,0,3015886,,,,,,
529,Lactobacillaceae,Lactobacillales,GCF_000615805.1,,non-host associated,25.75757576,0,0,2142604,,,,,,
532,Lactobacillaceae,Lactobacillales,GCF_000235705.1,,non-host associated,25.75757576,0,0,1838358,,,,,,
536,Lactobacillaceae,Lactobacillales,GCF_000425885.1,,non-host associated,25.75757576,0,0,3186877,,,,,,
583,Lactobacillaceae,Lactobacillales,GCF_001434695.1,,non-host associated,25.75757576,0,0,1616842,,,,,,
584,Lactobacillaceae,Lactobacillales,GCF_000255495.1,,non-host associated,25.75757576,0,0,2232405,,,,,,
700,Lactobacillaceae,Lactobacillales,GCF_001436255.1,,non-host associated,25.75757576,0,0,2902466,,,,,,
733,Veillonellaceae,Clostridiales,GCF_000411535.1,,gut,25.75757576,0,0,2092424,,,,,,
735,Veillonellaceae,Clostridiales,GCF_000160015.1,,gut,25.75757576,0,0,2151855,,,,,,
736,Veillonellaceae,Clostridiales,GCF_000163715.1,,gut,25.75757576,0,0,2192518,,,,,,
738,Veillonellaceae,Clostridiales,GCF_000163735.1,,gut,25.75757576,0,0,2205957,,,,,,
745,Megasphaeraceae,Clostridiales,GCF_000221545.1,,other host associated,25.75757576,0,0,1678085,,,,,,
769,Selenomonadaceae,Clostridiales,GCF_000160555.1,,oral,25.75757576,0,0,2073486,,,,,,
796,Helcococcaceae,Clostridiales,GCF_000154405.1,,gut,25.75757576,0,0,1732176,,,,,,
805,Helcococcaceae,Clostridiales,GCF_000173355.1,,non-host associated,25.75757576,0,0,1920882,,,,,,
827,Peptoniphilaceae,Clostridiales,GCF_000311825.1,,gut,25.75757576,0,0,2063706,,,,,,
839,Anaerovoracaceae,Clostridiales,GCF_000758905.1,,other host associated,25.75757576,0,0,1556967,,,,,,
37,Erysipelotrichaceae,Erysipelotrichales,GCF_000186945.2,,gut,27.27272727,0,0,2042060,,,,,,
63,Staphylococcaceae,Bacillales,GCF_000425845.1,,non-host associated,27.27272727,0,0,2383754,,,,,,
64,Staphylococcaceae,Bacillales,GCF_000756715.1,,non-host associated,27.27272727,0,0,2227581,,,,,,
66,Staphylococcaceae,Bacillales,GCF_000330705.1,,non-host associated,27.27272727,0,0,2713522,,,,,,
71,Staphylococcaceae,Bacillales,GCF_001046995.1,,other host associated,27.27272727,1,0,2836123,,,,,,
75,Staphylococcaceae,Bacillales,GCF_000298075.1,,other host associated,27.27272727,0,0,2359789,,,,,,
79,Staphylococcaceae,Bacillales,GCF_000332735.1,,other host associated,27.27272727,0,0,2521558,,,,,,
80,Staphylococcaceae,Bacillales,GCF_000025085.1,,other host associated,27.27272727,0,0,2696344,,,,,,
84,Staphylococcaceae,Bacillales,GCF_000007645.1,,gut,27.27272727,0,0,2534984,,,,,,
85,Staphylococcaceae,Bacillales,ERR2221338,20298_3#3,gut,27.27272727,0,0,2603579,,,,,,
388,Carnobacteriaceae,Lactobacillales,GCF_000744255.1,,non-host associated,27.27272727,0,0,2662876,,,,,,
390,Carnobacteriaceae,Lactobacillales,GCF_000744285.1,,non-host associated,27.27272727,0,0,2706994,,,,,,
393,Carnobacteriaceae,Lactobacillales,GCF_000798825.1,,non-host associated,27.27272727,0,0,2273509,,,,,,
394,Carnobacteriaceae,Lactobacillales,GCF_000425865.1,,non-host associated,27.27272727,0,0,2166503,,,,,,
395,Carnobacteriaceae,Lactobacillales,GCF_000429585.1,,non-host associated,27.27272727,0,0,2302753,,,,,,
396,Carnobacteriaceae,Lactobacillales,GCF_000585255.1,,non-host associated,27.27272727,0,0,2366870,,,,,,
405,Enterococcaceae,Lactobacillales,GCF_000407545.1,,other host associated,27.27272727,0,0,4249580,,,,,,
407,Enterococcaceae,Lactobacillales,GCF_000406945.1,,gut,27.27272727,0,0,2853745,,,,,,
419,Enterococcaceae,Lactobacillales,GCF_000415185.1,,gut,27.27272727,0,0,2978041,,,,,,
429,Enterococcaceae,Lactobacillales,GCF_000407165.1,,non-host associated,27.27272727,0,0,3638414,,,,,,
436,Enterococcaceae,Lactobacillales,GCF_000159255.1,,gut,27.27272727,0,0,3158711,,,,,,
440,Enterococcaceae,Lactobacillales,GCF_000205205.1,,gut,27.27272727,0,0,3077476,,,,,,
514,Lactobacillaceae,Lactobacillales,GCF_001311195.1,,non-host associated,27.27272727,0,0,2584567,,,,,,
556,Lactobacillaceae,Lactobacillales,GCF_000091405.1,,other host associated,27.27272727,0,0,1781080,,,,,,
734,Veillonellaceae,Clostridiales,GCF_000517785.1,,other host associated,27.27272727,0,0,1978586,,,,,,
737,Veillonellaceae,Clostridiales,GCF_000024945.1,,oral,27.27272727,0,0,2162603,,,,,,
741,Dialisteraceae,Clostridiales,GCF_000242435.1,,gut,27.27272727,0,0,2498820,,,,,,
752,Succinispiraceae,Clostridiales,GCF_000384135.1,,non-host associated,27.27272727,0,0,2119796,,,,,,
766,Selenomonadaceae,Clostridiales,GCF_000621545.1,,rumen,27.27272727,0,0,2725839,,,,,,
767,Selenomonadaceae,Clostridiales,GCF_000426665.1,,oral,27.27272727,0,0,2389751,,,,,,
770,Selenomonadaceae,Clostridiales,GCF_000213975.1,,oral,27.27272727,0,0,2761765,,,,,,
783,Eubacteriaceae,Clostridiales,GCF_000185505.1,,oral,27.27272727,0,0,2366056,,,,,,
815,Peptoniphilaceae,Clostridiales,GCF_001299475.1,,gut,27.27272727,0,0,1952341,,,,,,
820,Peptoniphilaceae,Clostridiales,GCF_000478985.1,,non-host associated,27.27272727,0,0,1958109,,,,,,
821,Peptoniphilaceae,Clostridiales,GCF_000311865.1,,gut,27.27272727,0,0,1777015,,,,,,
823,Peptoniphilaceae,Clostridiales,GCF_000468535.1,,oral,27.27272727,0,0,1524756,,,,,,
828,Peptoniphilaceae,Clostridiales,GCF_000312025.1,,gut,27.27272727,0,0,1755530,,,,,,
829,Peptoniphilaceae,Clostridiales,GCF_000183565.1,,other host associated,27.27272727,0,0,1866649,,,,,,
830,Peptoniphilaceae,Clostridiales,ERR2221371,20298_3#36,other host associated,27.27272727,0,0,2209734,,,,,,
850,Peptostreptococcaceae,Clostridiales,GCF_000238095.2,,oral,27.27272727,0,0,2351145,,,,,,
1094,Lachnospiraceae,Clostridiales,GCF_000518685.1,,rumen,27.27272727,0,0,2617575,,,,,,
1171,Lachnospiraceae,Clostridiales,GCF_000421045.1,,rumen,27.27272727,0,0,3276612,,,,,,
1172,Lachnospiraceae,Clostridiales,GCF_000621425.1,,rumen,27.27272727,0,0,3533883,,,,,,
