refseq.id.x,VIRSorter category,Circular,Prophage,Gene count,Strand switches,potential AMG count,Transposase present,Possible Non-Viral Contig,Viral replication genes,Viral genes with unknown function,Viral hypothetical genes,Viral genes with host benefits,Viral structure genes,Viral genes with viral benefits,virus.tax.id,virus.name,virus.lineage,refseq.id.y,KEGG.GENOME,KEGG.DISEASE,DISEASE,host.tax.id,host.name,host.lineage,domain,phylum,class,order,family,genus.etc,pmid,evidence,sample.type,source.organism,spor_host
NC_013696,0,FALSE,0,63,2,0,FALSE,0.015873016,4,38,16,3,1,1,663241,Enterococcus phage phiEf11,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae,NC_013696,NA,NA,NA,1351,Enterococcus faecalis,Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,NA,"NCBI Virus, RefSeq",NA,NA,FALSE
NC_013697,0,FALSE,0,234,14,1,FALSE,0.034188034,25,37,150,15,5,2,665032,Delftia phage PhiW-14,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Ionavirus; Delftia virus PhiW14,NC_013697,NA,NA,NA,80866,Delftia acidovorans,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Delftia,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,NA,RefSeq,NA,NA,FALSE
NC_013698,0,FALSE,0,82,4,0,FALSE,0.012195122,1,24,56,1,0,0,686439,Clavibacter phage CMP1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Cimpunavirus; Clavibacter virus CMP1,NC_013698,NA,NA,NA,33013,Clavibacter michiganensis subsp. michiganensis,Bacteria; Actinobacteria; Actinomycetia; Micrococcales; Microbacteriaceae; Clavibacter; Clavibacter michiganensis,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Clavibacter; Clavibacter michiganensis,NA,RefSeq,NA,NA,FALSE
NC_013936,0,FALSE,0,91,5,0,FALSE,0.010989011,6,64,18,1,0,2,685506,Mycobacterium virus Ardmore,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Cheoctovirus,NC_013936,NA,NA,NA,1772,Mycolicibacterium smegmatis,Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,NA,"NCBI Virus, RefSeq",NA,NA,FALSE
NC_014036,0,FALSE,0,271,12,4,FALSE,0.040590406,30,167,23,28,9,14,707757,Klebsiella phage KP15,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Slopekvirus; Klebsiella virus KP15,NC_014036,NA,NA,NA,573,Klebsiella pneumoniae,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,NA,RefSeq,NA,NA,FALSE
NC_014229,0,FALSE,0,46,2,0,FALSE,0.043478261,6,15,21,2,2,0,747763,Streptomyces phage phiSASD1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae,NC_014229,NA,NA,NA,33903,Streptomyces avermitilis,Bacteria; Actinobacteria; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,NA,"NCBI Virus, RefSeq",NA,NA,FALSE
NC_014260,0,FALSE,0,279,14,0,FALSE,0.025089606,32,158,32,29,13,15,697227,Enterobacteria phage IME08,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Dhakavirus; Escherichia virus IME08,NC_014260,NA,NA,NA,562,Escherichia coli,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,NA,RefSeq,NA,NA,FALSE
NC_014457,0,FALSE,0,87,0,1,FALSE,0.034482759,8,29,44,5,1,0,871584,Clostridium phage phiCTP1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae,NC_014457,NA,NA,NA,1519,Clostridium tyrobutyricum,Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,20581196,Literature,NA,NA,TRUE
NC_014458,0,FALSE,0,91,4,0,FALSE,0.010989011,7,76,4,1,2,1,861044,Mycobacterium virus Angelica,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Timquatrovirus,NC_014458,NA,NA,NA,246196,Mycolicibacterium smegmatis MC2 155,Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium; Mycolicibacterium smegmatis,NA,"NCBI Virus, RefSeq",NA,NA,FALSE
NC_014459,0,FALSE,0,92,4,0,FALSE,0.010869565,7,77,4,1,2,1,861045,Mycobacterium virus Crimd,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Timquatrovirus,NC_014459,NA,NA,NA,246196,Mycolicibacterium smegmatis MC2 155,Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium; Mycolicibacterium smegmatis,NA,"NCBI Virus, RefSeq",NA,NA,FALSE
NC_014460,0,FALSE,0,65,4,0,FALSE,0.015384615,5,50,5,2,2,1,872294,Staphylococcus virus SAP26,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Phietavirus,NC_014460,NA,NA,NA,1280,Staphylococcus aureus,Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,NA,"NCBI Virus, RefSeq",NA,NA,FALSE
NC_014461,0,FALSE,0,111,7,0,FALSE,0.045045045,7,83,13,6,0,2,861047,Mycobacterium virus Bron,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Bronvirus,NC_014461,NA,NA,NA,246196,Mycolicibacterium smegmatis MC2 155,Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium; Mycolicibacterium smegmatis,NA,"NCBI Virus, RefSeq",NA,NA,FALSE
NC_014467,0,FALSE,0,266,12,4,FALSE,0.04887218,30,160,22,30,9,15,329381,Escherichia virus RB16,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae,NC_014467,NA,NA,NA,562,Escherichia coli,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,21029436,"Literature, NCBI Virus, RefSeq",NA,NA,FALSE
NC_014595,0,FALSE,0,289,14,0,FALSE,0.031141869,30,174,29,29,13,14,645664,Shigella phage SP18,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Gaprivervirus; Shigella virus SP18,NC_014595,NA,NA,NA,624,Shigella sonnei,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,NA,RefSeq,NA,NA,FALSE
NC_014635,0,FALSE,0,255,10,1,FALSE,0.047058824,27,125,55,31,8,9,879628,Aeromonas phage phiAS4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tulanevirus; Aeromonas virus AS4,NC_014635,NA,NA,NA,645,Aeromonas salmonicida,Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,NA,RefSeq,NA,NA,FALSE
NC_014636,0,FALSE,0,335,12,2,FALSE,0.03880597,32,215,40,28,10,10,879630,Aeromonas phage phiAS5,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae,NC_014636,NA,NA,NA,645,Aeromonas salmonicida,Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,NA,"NCBI Virus, RefSeq",NA,NA,FALSE
NC_014660,0,FALSE,0,255,10,1,FALSE,0.039215686,30,87,86,29,10,13,762660,Acinetobacter phage Ac42,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae,NC_014660,NA,NA,NA,469,Acinetobacter,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,NA,21029436,"Literature, NCBI Virus",NA,NA,FALSE
NC_014661,0,FALSE,0,242,8,1,FALSE,0.041322314,30,96,69,28,10,9,760732,Acinetobacter phage Acj61,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae,NC_014661,NA,NA,NA,40214,Acinetobacter johnsonii,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,21029436,"Literature, NCBI Virus, RefSeq",NA,NA,FALSE
NC_014662,0,FALSE,0,277,8,1,FALSE,0.039711191,31,162,27,30,12,15,709484,Enterobacter phage CC31,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Karamvirus; Escherichia virus CC31,NC_014662,NA,NA,NA,562,Escherichia coli,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,21029436,"Literature, RefSeq",NA,NA,FALSE
NC_014663,0,FALSE,0,252,8,2,FALSE,0.031746032,30,109,66,26,10,11,760939,Acinetobacter phage Acj9,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae,NC_014663,NA,NA,NA,40214,Acinetobacter johnsonii,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,21029436,"Literature, NCBI Virus, RefSeq",NA,NA,FALSE
NC_014792,0,FALSE,0,290,16,0,FALSE,0.027586207,30,176,29,28,13,14,700939,Escherichia phage vB_EcoM_VR7,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Gaprivervirus; Escherichia virus VR7,NC_014792,NA,NA,NA,562,Escherichia coli,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,NA,RefSeq,NA,NA,FALSE
NC_014900,0,FALSE,0,64,11,1,FALSE,0.09375,11,29,11,7,0,6,714583,Salmonella phage ST160,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; Lederbergvirus; unclassified Lederbergvirus,NC_014900,NA,NA,NA,90371,Salmonella enterica subsp. enterica serovar Typhimurium,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella; Salmonella enterica,NA,"NCBI Virus, RefSeq",NA,NA,FALSE
NC_014901,0,FALSE,0,110,7,0,FALSE,0.018181818,7,84,15,2,0,2,938131,Mycobacterium phage Wee,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Cheoctovirus; Mycobacterium virus Wee,NC_014901,NA,NA,NA,246196,Mycolicibacterium smegmatis MC2 155,Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium; Mycolicibacterium smegmatis,NA,RefSeq,NA,NA,FALSE
NC_015157,0,FALSE,0,225,22,3,FALSE,0.026666667,10,111,94,8,1,1,979525,Vibrio phage ICP1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_015157,NA,NA,NA,666,Vibrio cholerae,Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA,"NCBI Virus, RefSeq",NA,NA,FALSE
NC_015158,0,FALSE,0,72,2,2,FALSE,0,9,47,15,0,0,1,979533,Vibrio phage ICP2,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; unclassified Podoviridae,NC_015158,NA,NA,NA,666,Vibrio cholerae,Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA,"NCBI Virus, RefSeq",NA,NA,FALSE
NC_015159,0,FALSE,0,49,0,0,FALSE,0.020408163,15,15,11,1,2,5,979535,Vibrio phage ICP3,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Autographiviridae; Studiervirinae; Chatterjeevirus; Vibrio virus ICP3,NC_015159,NA,NA,NA,666,Vibrio cholerae,Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA,RefSeq,NA,NA,FALSE
NC_015208,0,FALSE,0,47,0,0,FALSE,0.021276596,16,15,7,1,3,5,988656,Pseudomonas phage phi15,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Autographiviridae; Studiervirinae; Troedvirus; Pseudomonas virus Phi15,NC_015208,NA,NA,NA,303,Pseudomonas putida,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas putida group,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas; Pseudomonas putida group,21526174,Literature,NA,NA,FALSE
NC_015210,0,FALSE,0,83,8,0,FALSE,0,2,39,41,0,0,1,981330,Tsukamurella phage TPA2,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae,NC_015210,NA,NA,NA,2061,Tsukamurella paurometabola,Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Tsukamurellaceae; Tsukamurella,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Tsukamurellaceae,Tsukamurella,NA,"NCBI Virus, RefSeq",NA,NA,FALSE
NC_015249,0,FALSE,0,43,0,0,FALSE,0.023255814,17,12,3,1,3,7,669008,Escherichia phage 285P,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Autographiviridae; Studiervirinae; Berlinvirus; Escherichia virus 285P,NC_015249,NA,NA,NA,562,Escherichia coli,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,NA,RefSeq,NA,NA,FALSE
NC_015250,0,FALSE,0,257,16,1,FALSE,0.023346304,29,92,89,24,10,13,279006,Acinetobacter virus 133,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae,NC_015250,NA,NA,NA,40214,Acinetobacter johnsonii,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,21029436,"Literature, NCBI Virus, RefSeq",NA,NA,FALSE
NC_015251,0,FALSE,0,419,12,0,FALSE,0.035799523,33,232,105,29,10,10,260149,Aeromonas virus 65,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae,NC_015251,NA,NA,NA,645,Aeromonas salmonicida,Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,"16828113, 21029436","Literature, NCBI Virus, RefSeq",NA,NA,FALSE
NC_015252,0,FALSE,0,53,4,0,FALSE,0,9,28,12,2,1,1,764561,Brochothrix phage NF5,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae,NC_015252,NA,NA,NA,2756,Brochothrix thermosphacta,Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Brochothrix,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Brochothrix,NA,"NCBI Virus, RefSeq",NA,NA,FALSE
NC_015253,0,FALSE,0,163,9,3,TRUE,0.036809816,9,50,90,9,4,1,857312,Brochothrix phage A9,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Brochothrix virus A9,NC_015253,NA,NA,NA,2756,Brochothrix thermosphacta,Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Brochothrix,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Brochothrix,NA,RefSeq,NA,NA,FALSE
NC_015254,0,FALSE,0,62,8,0,FALSE,0.032258065,7,27,20,3,3,2,764562,Brochothrix phage BL3,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae,NC_015254,NA,NA,NA,2756,Brochothrix thermosphacta,Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Brochothrix,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Brochothrix,NA,"NCBI Virus, RefSeq",NA,NA,FALSE
NC_015262,0,FALSE,0,61,10,1,FALSE,0.016393443,2,39,17,2,1,0,864178,Clostridium phage phiCD6356,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae,NC_015262,NA,NA,NA,1496,Clostridioides difficile,Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Clostridioides,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,NA,"NCBI Virus, RefSeq",NA,NA,TRUE
NC_015263,0,FALSE,0,144,3,2,TRUE,0.083333333,11,107,14,12,0,0,881953,Lactococcus phage 949,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae,NC_015263,NA,NA,NA,1358,Lactococcus lactis,Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,NA,"NCBI Virus, RefSeq",NA,NA,FALSE
NC_015264,0,FALSE,0,51,0,0,FALSE,0.019607843,15,21,7,1,3,4,942165,Pseudomonas phage phiIBB-PF7A,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Autographiviridae; Studiervirinae; Pifdecavirus; Pseudomonas virus IBBPF7A,NC_015264,NA,NA,NA,294,Pseudomonas fluorescens,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas fluorescens group,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas; Pseudomonas fluorescens group,NA,RefSeq,NA,NA,FALSE
NC_015265,0,FALSE,0,48,4,0,FALSE,0.020833333,7,18,12,6,2,3,910473,Burkholderia phage KS5,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Peduovirinae; Kisquinquevirus; Burkholderia virus KS5,NC_015265,NA,NA,NA,95486,Burkholderia cenocepacia,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia; Burkholderia cepacia complex,NA,RefSeq,NA,NA,FALSE
NC_015266,0,FALSE,0,47,7,1,FALSE,0.021276596,6,21,6,7,2,5,910474,Burkholderia phage KL3,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Peduovirinae; Tigrvirus; Burkholderia virus KL3,NC_015266,NA,NA,NA,152480,Burkholderia ambifaria,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia; Burkholderia cepacia complex,NA,RefSeq,NA,NA,FALSE
NC_015269,0,FALSE,0,171,9,1,FALSE,0.081871345,13,104,24,22,1,7,977927,Salmonella virus SPC35,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Demerecviridae; Markadamsvirinae; Tequintavirus,NC_015269,NA,NA,NA,90371,Salmonella enterica subsp. enterica serovar Typhimurium,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella; Salmonella enterica,NA,"NCBI Virus, RefSeq",NA,NA,FALSE
NC_015270,0,FALSE,0,35,1,0,FALSE,0,3,24,6,1,1,0,767806,Enterococcus phage EFRM31,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae,NC_015270,NA,NA,NA,1351,Enterococcus faecalis,Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,NA,"NCBI Virus, RefSeq",NA,NA,FALSE
NC_015271,0,FALSE,0,46,0,0,FALSE,0.043478261,16,13,7,2,3,5,866889,Salmonella phage Vi06,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Autographiviridae; Studiervirinae; Teseptimavirus; Salmonella virus Vi06,NC_015271,NA,NA,NA,90370,Salmonella enterica subsp. enterica serovar Typhi,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella; Salmonella enterica,NA,RefSeq,NA,NA,FALSE
NC_015272,0,FALSE,0,157,2,1,FALSE,0.01910828,10,131,6,5,3,2,582345,Pseudomonas phage KPP10,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Nankokuvirus; Pseudomonas virus KPP10,NC_015272,NA,NA,NA,287,Pseudomonas aeruginosa,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas; Pseudomonas aeruginosa group,22218962,"Literature, UniProt",NA,NA,FALSE
NC_015273,0,FALSE,0,40,8,1,FALSE,0.025,6,10,9,7,3,5,910475,Burkholderia phage KS14,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Peduovirinae; Kisquattuordecimvirus; Burkholderia virus KS14,NC_015273,NA,NA,NA,95486,Burkholderia cenocepacia,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia; Burkholderia cepacia complex,NA,RefSeq,NA,NA,FALSE
NC_015274,0,FALSE,0,73,2,4,FALSE,0.095890411,8,22,33,8,1,1,59241,Streptococcus phage Dp-1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae,NC_015274,NA,NA,NA,1313,Streptococcus pneumoniae,Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA,"NCBI Virus, RefSeq, UniProt",NA,NA,FALSE
NC_015279,0,FALSE,0,237,4,24,FALSE,0.101265823,22,136,40,33,4,2,444860,Synechococcus phage S-SM2,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Bellamyvirus; unclassified Bellamyvirus,NC_015279,NA,NA,NA,166321,Synechococcus sp. WH 8017,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA,FALSE
