gene,scaffold,gene_id,gene_description,category,header,subheader,module,auxiliary_score,amg_flags,virus.tax.id,virus.name,virus.lineage,refseq.id,KEGG.GENOME,KEGG.DISEASE,DISEASE,host.tax.id,host.name,host.lineage,domain,phylum,class,order,family.etc,pmid,evidence,sample.type,source.organism
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021529.2_378,NC_021529.2,NA,NA,NA,NA,NA,NA,1,MK,115992,Vibrio phage nt-1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Schizotequatrovirus; Vibrio virus nt1,NC_021529,NA,NA,NA,691,Vibrio natriegens,Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae; Vibrio; Vibrio harveyi group,NA,RefSeq,NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021529.2_380,NC_021529.2,NA,NA,NA,NA,NA,NA,1,MK,115992,Vibrio phage nt-1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Schizotequatrovirus; Vibrio virus nt1,NC_021529,NA,NA,NA,691,Vibrio natriegens,Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae; Vibrio; Vibrio harveyi group,NA,RefSeq,NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021530.1_14,NC_021530.1,NA,NA,NA,NA,NA,NA,1,MKE,754038,Synechococcus phage S-CAM8,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Acionnavirus; unclassified Acionnavirus,NC_021530,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021530.1_15,NC_021530.1,NA,NA,NA,NA,NA,NA,1,MKE,754038,Synechococcus phage S-CAM8,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Acionnavirus; unclassified Acionnavirus,NC_021530,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021530.1_33,NC_021530.1,NA,NA,NA,NA,NA,NA,1,MK,754038,Synechococcus phage S-CAM8,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Acionnavirus; unclassified Acionnavirus,NC_021530,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021530.1_34,NC_021530.1,NA,NA,NA,NA,NA,NA,1,MK,754038,Synechococcus phage S-CAM8,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Acionnavirus; unclassified Acionnavirus,NC_021530,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021530.1_38,NC_021530.1,NA,NA,NA,NA,NA,NA,1,MKB,754038,Synechococcus phage S-CAM8,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Acionnavirus; unclassified Acionnavirus,NC_021530,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021530.1_39,NC_021530.1,NA,NA,NA,NA,NA,NA,1,MKB,754038,Synechococcus phage S-CAM8,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Acionnavirus; unclassified Acionnavirus,NC_021530,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021530.1_40,NC_021530.1,NA,NA,NA,NA,NA,NA,1,MKB,754038,Synechococcus phage S-CAM8,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Acionnavirus; unclassified Acionnavirus,NC_021530,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021530.1_41,NC_021530.1,NA,NA,NA,NA,NA,NA,1,MKB,754038,Synechococcus phage S-CAM8,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Acionnavirus; unclassified Acionnavirus,NC_021530,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021530.1_93,NC_021530.1,NA,NA,NA,NA,NA,NA,1,MK,754038,Synechococcus phage S-CAM8,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Acionnavirus; unclassified Acionnavirus,NC_021530,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021530.1_108,NC_021530.1,NA,NA,NA,NA,NA,NA,1,MK,754038,Synechococcus phage S-CAM8,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Acionnavirus; unclassified Acionnavirus,NC_021530,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021530.1_129,NC_021530.1,NA,NA,NA,NA,NA,NA,1,MK,754038,Synechococcus phage S-CAM8,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Acionnavirus; unclassified Acionnavirus,NC_021530,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021530.1_146,NC_021530.1,NA,NA,NA,NA,NA,NA,1,MK,754038,Synechococcus phage S-CAM8,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Acionnavirus; unclassified Acionnavirus,NC_021530,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021530.1_166,NC_021530.1,K00616,transaldolase [EC:2.2.1.2] [RN:R01827],carbon utilization,central carbon,pentose pathway,Pentose phosphate pathway (Pentose phosphate cycle),1,MKE,754038,Synechococcus phage S-CAM8,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Acionnavirus; unclassified Acionnavirus,NC_021530,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021530.1_166,NC_021530.1,K00616,transaldolase [EC:2.2.1.2] [RN:R01827],carbon utilization,central carbon,pentose pathway,"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P",1,MKE,754038,Synechococcus phage S-CAM8,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Acionnavirus; unclassified Acionnavirus,NC_021530,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021530.1_176,NC_021530.1,NA,NA,NA,NA,NA,NA,1,MK,754038,Synechococcus phage S-CAM8,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Acionnavirus; unclassified Acionnavirus,NC_021530,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021530.1_177,NC_021530.1,K02639,ferredoxin,Energy,Photosynthesis,NA,Cytochrome b6f complex,1,MKE,754038,Synechococcus phage S-CAM8,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Acionnavirus; unclassified Acionnavirus,NC_021530,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021530.1_179,NC_021530.1,NA,NA,NA,NA,NA,NA,1,MK,754038,Synechococcus phage S-CAM8,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Acionnavirus; unclassified Acionnavirus,NC_021530,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021530.1_183,NC_021530.1,NA,NA,NA,NA,NA,NA,1,MK,754038,Synechococcus phage S-CAM8,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Acionnavirus; unclassified Acionnavirus,NC_021530,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021530.1_185,NC_021530.1,NA,NA,NA,NA,NA,NA,1,MK,754038,Synechococcus phage S-CAM8,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Acionnavirus; unclassified Acionnavirus,NC_021530,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021530.1_201,NC_021530.1,NA,NA,NA,NA,NA,NA,1,MKF,754038,Synechococcus phage S-CAM8,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Acionnavirus; unclassified Acionnavirus,NC_021530,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021531.1_90,NC_021531.1,NA,NA,NA,NA,NA,NA,1,MK,1195085,Cronobacter phage CR5,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Derbicusvirus; unclassified Derbicusvirus,NC_021531,NA,NA,NA,28141,Cronobacter sakazakii,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Cronobacter,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Cronobacter,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021536.1_3,NC_021536.1,NA,NA,NA,NA,NA,NA,1,MKEF,754039,Synechococcus phage S-IOM18,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tefnutvirus; Synechococcus virus SIOM18,NC_021536,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,RefSeq,NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021536.1_4,NC_021536.1,NA,NA,NA,NA,NA,NA,1,MKEF,754039,Synechococcus phage S-IOM18,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tefnutvirus; Synechococcus virus SIOM18,NC_021536,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,RefSeq,NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021536.1_81,NC_021536.1,NA,NA,NA,NA,NA,NA,1,MK,754039,Synechococcus phage S-IOM18,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tefnutvirus; Synechococcus virus SIOM18,NC_021536,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,RefSeq,NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021536.1_84,NC_021536.1,NA,NA,NA,NA,NA,NA,1,MK,754039,Synechococcus phage S-IOM18,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tefnutvirus; Synechococcus virus SIOM18,NC_021536,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,RefSeq,NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021536.1_85,NC_021536.1,NA,NA,NA,NA,NA,NA,1,MK,754039,Synechococcus phage S-IOM18,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tefnutvirus; Synechococcus virus SIOM18,NC_021536,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,RefSeq,NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021536.1_98,NC_021536.1,NA,NA,NA,NA,NA,NA,1,MK,754039,Synechococcus phage S-IOM18,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tefnutvirus; Synechococcus virus SIOM18,NC_021536,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,RefSeq,NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021536.1_102,NC_021536.1,NA,NA,NA,NA,NA,NA,1,MK,754039,Synechococcus phage S-IOM18,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tefnutvirus; Synechococcus virus SIOM18,NC_021536,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,RefSeq,NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021536.1_119,NC_021536.1,NA,NA,NA,NA,NA,NA,1,MK,754039,Synechococcus phage S-IOM18,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tefnutvirus; Synechococcus virus SIOM18,NC_021536,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,RefSeq,NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021536.1_138,NC_021536.1,NA,NA,NA,NA,NA,NA,1,MK,754039,Synechococcus phage S-IOM18,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tefnutvirus; Synechococcus virus SIOM18,NC_021536,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,RefSeq,NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021536.1_160,NC_021536.1,K00616,transaldolase [EC:2.2.1.2] [RN:R01827],carbon utilization,central carbon,pentose pathway,Pentose phosphate pathway (Pentose phosphate cycle),1,MKE,754039,Synechococcus phage S-IOM18,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tefnutvirus; Synechococcus virus SIOM18,NC_021536,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,RefSeq,NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021536.1_160,NC_021536.1,K00616,transaldolase [EC:2.2.1.2] [RN:R01827],carbon utilization,central carbon,pentose pathway,"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P",1,MKE,754039,Synechococcus phage S-IOM18,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tefnutvirus; Synechococcus virus SIOM18,NC_021536,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,RefSeq,NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021536.1_171,NC_021536.1,NA,NA,NA,NA,NA,NA,1,MKB,754039,Synechococcus phage S-IOM18,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tefnutvirus; Synechococcus virus SIOM18,NC_021536,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,RefSeq,NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021536.1_172,NC_021536.1,K02639,ferredoxin,Energy,Photosynthesis,NA,Cytochrome b6f complex,1,MKEB,754039,Synechococcus phage S-IOM18,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tefnutvirus; Synechococcus virus SIOM18,NC_021536,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,RefSeq,NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021536.1_173,NC_021536.1,NA,NA,NA,NA,NA,NA,1,MKB,754039,Synechococcus phage S-IOM18,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tefnutvirus; Synechococcus virus SIOM18,NC_021536,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,RefSeq,NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021536.1_181,NC_021536.1,NA,NA,NA,NA,NA,NA,1,MK,754039,Synechococcus phage S-IOM18,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tefnutvirus; Synechococcus virus SIOM18,NC_021536,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,RefSeq,NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021536.1_187,NC_021536.1,NA,NA,NA,NA,NA,NA,1,MK,754039,Synechococcus phage S-IOM18,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tefnutvirus; Synechococcus virus SIOM18,NC_021536,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,RefSeq,NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021540.1_28,NC_021540.1,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation proteins,Sporulation proteins/ other,Sporulation,1,M,1283071,Vibrio phage JA-1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; unclassified Podoviridae,NC_021540,NA,NA,NA,666,Vibrio cholerae,Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae; Vibrio,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021540.1_28,NC_021540.1,K01448,cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation proteins,Sporulation proteins/ other,Sporulation,1,M,1283071,Vibrio phage JA-1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; unclassified Podoviridae,NC_021540,NA,NA,NA,666,Vibrio cholerae,Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae; Vibrio,NA,"NCBI Virus, RefSeq",NA,NA
